0,1,2,3,4,5,6,7,8
639,175,,,4,9,36,2016-04-23 07:40:45.405067,2016-04-23 07:40:45.405067
640,175,,,4,8,36,2016-04-23 07:40:50.856519,2016-04-23 07:40:50.856519
641,175,,,4,7,36,2016-04-23 07:40:56.226049,2016-04-23 07:40:56.226049
642,78,,,5,9,24,2016-04-23 07:41:19.571109,2016-04-23 07:41:19.571109
643,78,,,5,8,24,2016-04-23 07:41:25.051796,2016-04-23 07:41:25.051796
644,78,,,5,7,24,2016-04-23 07:41:30.025731,2016-04-23 07:41:30.025731
645,175,,,5,9,24,2016-04-23 07:41:38.454250,2016-04-23 07:41:38.454250
646,175,,,5,8,24,2016-04-23 07:41:42.912326,2016-04-23 07:41:42.912326
647,175,,,5,7,24,2016-04-23 07:41:48.418635,2016-04-23 07:41:48.418635
648,78,,,6,9,24,2016-04-23 07:42:02.245258,2016-04-23 07:42:02.245258
649,78,,,6,8,24,2016-04-23 07:42:07.131175,2016-04-23 07:42:07.131175
650,78,,,6,7,24,2016-04-23 07:42:13.569089,2016-04-23 07:42:13.569089
651,175,,,6,9,24,2016-04-23 07:42:23.708032,2016-04-23 07:42:23.708032
652,175,,,6,8,24,2016-04-23 07:42:29.640294,2016-04-23 07:42:29.640294
653,175,,,6,7,24,2016-04-23 07:42:36.118569,2016-04-23 07:42:36.118569
654,156,,,4,8,56,2016-04-23 07:47:07.000845,2016-04-23 07:47:07.000845
655,68,,,4,8,56,2016-04-23 07:47:14.418661,2016-04-23 07:47:14.418661
656,208,,,4,8,56,2016-04-23 07:47:19.513229,2016-04-23 07:47:19.513229
657,156,,,5,8,28,2016-04-23 07:47:35.732346,2016-04-23 07:47:35.732346
658,68,,,5,8,28,2016-04-23 07:47:46.825489,2016-04-23 07:47:46.825489
659,208,,,5,8,28,2016-04-23 07:47:53.168196,2016-04-23 07:47:53.168196
660,156,,,6,8,28,2016-04-23 07:48:07.070649,2016-04-23 07:48:07.070649
661,68,,,6,8,28,2016-04-23 07:48:13.211220,2016-04-23 07:48:13.211220
662,208,,,6,8,28,2016-04-23 07:48:18.634895,2016-04-23 07:48:18.634895
663,159,,,4,8,56,2016-04-23 07:49:59.843321,2016-04-23 07:49:59.843321
664,67,,,4,8,56,2016-04-23 07:50:26.603983,2016-04-23 07:50:26.603983
665,211,,,4,8,56,2016-04-23 07:50:32.931305,2016-04-23 07:50:32.931305
666,159,,,5,8,28,2016-04-23 07:50:49.399772,2016-04-23 07:50:49.399772
667,67,,,5,8,28,2016-04-23 07:50:57.280044,2016-04-23 07:50:57.280044
668,211,,,5,8,28,2016-04-23 07:51:05.942366,2016-04-23 07:51:05.942366
669,159,,,6,8,28,2016-04-23 07:51:19.627829,2016-04-23 07:51:19.627829
670,67,,,6,8,28,2016-04-23 07:51:31.410489,2016-04-23 07:51:31.410489
671,211,,,6,8,28,2016-04-23 07:51:37.565581,2016-04-23 07:51:37.565581
672,152,,,4,9,60,2016-04-23 07:53:59.111146,2016-04-23 07:53:59.111146
673,152,,,4,8,60,2016-04-23 07:54:04.368175,2016-04-23 07:54:04.368175
674,152,,,4,7,60,2016-04-23 07:54:09.870677,2016-04-23 07:54:09.870677
675,152,,,5,9,40,2016-04-23 07:54:24.952349,2016-04-23 07:54:24.952349
676,152,,,5,8,40,2016-04-23 07:54:30.220292,2016-04-23 07:54:30.220292
677,152,,,5,7,40,2016-04-23 07:54:35.361370,2016-04-23 07:54:35.361370
678,152,,,6,9,60,2016-04-23 07:54:47.430441,2016-04-23 07:54:47.430441
679,152,,,6,8,60,2016-04-23 07:54:52.117601,2016-04-23 07:54:52.117601
680,152,,,6,7,60,2016-04-23 07:54:57.504996,2016-04-23 07:54:57.504996
681,98,,,4,9,60,2016-04-23 07:55:15.530857,2016-04-23 07:55:15.530857
682,98,,,4,8,60,2016-04-23 07:55:20.528846,2016-04-23 07:55:20.528846
683,98,,,4,7,60,2016-04-23 07:55:25.281803,2016-04-23 07:55:25.281803
684,98,,,5,9,40,2016-04-23 07:55:42.162625,2016-04-23 07:55:42.162625
685,98,,,5,8,40,2016-04-23 07:55:46.866076,2016-04-23 07:55:46.866076
686,98,,,5,7,40,2016-04-23 07:55:51.844570,2016-04-23 07:55:51.844570
687,98,,,6,9,60,2016-04-23 07:56:11.122980,2016-04-23 07:56:11.122980
688,98,,,6,8,60,2016-04-23 07:56:16.201561,2016-04-23 07:56:16.201561
689,98,,,6,7,60,2016-04-23 07:56:21.349436,2016-04-23 07:56:21.349436
690,205,,,4,9,60,2016-04-23 07:56:40.902114,2016-04-23 07:56:40.902114
691,205,,,4,8,60,2016-04-23 07:56:47.509012,2016-04-23 07:56:47.509012
692,205,,,4,7,60,2016-04-23 07:56:56.214687,2016-04-23 07:56:56.214687
693,205,,,5,9,40,2016-04-23 07:57:15.443763,2016-04-23 07:57:15.443763
694,205,,,5,8,40,2016-04-23 07:57:21.791539,2016-04-23 07:57:21.791539
695,205,,,5,7,40,2016-04-23 07:57:27.534513,2016-04-23 07:57:27.534513
696,205,,,6,9,60,2016-04-23 07:57:46.296636,2016-04-23 07:57:46.296636
697,205,,,6,8,60,2016-04-23 07:57:51.400382,2016-04-23 07:57:51.400382
698,205,,,6,7,60,2016-04-23 07:57:56.244609,2016-04-23 07:57:56.244609
699,141,,,4,9,32,2016-04-23 11:29:15.143827,2016-04-23 11:29:15.143827
700,141,,,4,8,32,2016-04-23 11:29:22.263432,2016-04-23 11:29:22.263432
701,141,,,4,7,32,2016-04-23 11:29:29.858379,2016-04-23 11:29:29.858379
702,141,,,5,9,24,2016-04-23 11:29:47.869549,2016-04-23 11:29:47.869549
703,141,,,5,8,24,2016-04-23 11:29:53.164392,2016-04-23 11:29:53.164392
704,141,,,5,7,24,2016-04-23 11:29:58.415255,2016-04-23 11:29:58.415255
705,141,,,6,9,24,2016-04-23 11:30:14.598298,2016-04-23 11:30:14.598298
706,141,,,6,8,24,2016-04-23 11:30:20.250090,2016-04-23 11:30:20.250090
707,141,,,6,7,24,2016-04-23 11:30:26.869794,2016-04-23 11:30:26.869794
708,85,,,4,9,32,2016-04-23 11:30:45.625652,2016-04-23 11:30:45.625652
709,85,,,4,8,32,2016-04-23 11:30:51.147725,2016-04-23 11:30:51.147725
710,85,,,4,7,32,2016-04-23 11:30:57.091309,2016-04-23 11:30:57.091309
711,85,,,5,9,24,2016-04-23 11:31:13.714920,2016-04-23 11:31:13.714920
712,85,,,5,8,24,2016-04-23 11:31:19.086742,2016-04-23 11:31:19.086742
713,85,,,5,7,24,2016-04-23 11:31:25.984875,2016-04-23 11:31:25.984875
718,191,,,4,8,32,2016-04-23 11:32:50.584173,2016-04-23 11:32:50.584173
714,85,,,6,9,24,2016-04-23 11:31:49.171516,2016-04-23 11:31:49.171516
719,191,,,4,7,32,2016-04-23 11:33:02.454739,2016-04-23 11:33:02.454739
715,85,,,6,8,24,2016-04-23 11:31:56.273866,2016-04-23 11:31:56.273866
720,191,,,5,9,24,2016-04-23 11:33:17.717974,2016-04-23 11:33:17.717974
716,85,,,6,7,24,2016-04-23 11:32:05.332703,2016-04-23 11:32:05.332703
721,191,,,5,8,24,2016-04-23 11:33:26.283648,2016-04-23 11:33:26.283648
717,191,,,4,9,32,2016-04-23 11:32:41.634401,2016-04-23 11:32:41.634401
722,191,,,5,7,24,2016-04-23 11:33:33.745037,2016-04-23 11:33:33.745037
723,191,,,6,9,24,2016-04-23 11:33:46.540746,2016-04-23 11:33:46.540746
724,191,,,6,8,24,2016-04-23 11:33:56.837324,2016-04-23 11:33:56.837324
725,191,,,6,7,24,2016-04-23 11:34:05.287370,2016-04-23 11:34:05.287370
726,142,,,4,9,48,2016-04-23 11:34:59.486164,2016-04-23 11:34:59.486164
727,142,,,4,8,48,2016-04-23 11:35:05.999700,2016-04-23 11:35:05.999700
728,142,,,4,7,48,2016-04-23 11:35:14.228325,2016-04-23 11:35:14.228325
729,142,,,5,9,24,2016-04-23 11:35:48.458249,2016-04-23 11:35:48.458249
730,142,,,5,8,24,2016-04-23 11:35:56.704141,2016-04-23 11:35:56.704141
731,142,,,5,7,24,2016-04-23 11:36:04.996116,2016-04-23 11:36:04.996116
732,142,,,6,9,32,2016-04-23 11:36:21.201553,2016-04-23 11:36:21.201553
733,142,,,6,8,32,2016-04-23 11:36:27.017822,2016-04-23 11:36:27.017822
734,142,,,6,7,32,2016-04-23 11:36:35.879901,2016-04-23 11:36:35.879901
735,86,,,4,9,48,2016-04-23 11:37:00.177378,2016-04-23 11:37:00.177378
736,86,,,4,8,48,2016-04-23 11:37:06.830211,2016-04-23 11:37:06.830211
737,86,,,4,7,48,2016-04-23 11:37:13.573280,2016-04-23 11:37:13.573280
738,86,,,5,9,24,2016-04-23 11:37:33.108269,2016-04-23 11:37:33.108269
739,86,,,5,8,24,2016-04-23 11:37:38.750322,2016-04-23 11:37:38.750322
740,86,,,5,7,24,2016-04-23 11:37:46.823641,2016-04-23 11:37:46.823641
741,86,,,6,9,32,2016-04-23 11:38:03.448526,2016-04-23 11:38:03.448526
742,86,,,6,8,32,2016-04-23 11:38:10.271802,2016-04-23 11:38:10.271802
743,86,,,6,7,32,2016-04-23 11:38:17.911659,2016-04-23 11:38:17.911659
744,192,,,4,9,48,2016-04-23 11:38:38.688024,2016-04-23 11:38:38.688024
745,192,,,4,8,48,2016-04-23 11:38:44.636914,2016-04-23 11:38:44.636914
746,192,,,4,7,48,2016-04-23 11:38:51.868661,2016-04-23 11:38:51.868661
747,192,,,5,9,24,2016-04-23 11:39:06.999200,2016-04-23 11:39:06.999200
748,192,,,5,8,24,2016-04-23 11:39:13.944478,2016-04-23 11:39:13.944478
749,192,,,5,7,24,2016-04-23 11:39:20.831092,2016-04-23 11:39:20.831092
750,192,,,6,9,32,2016-04-23 11:39:44.071521,2016-04-23 11:39:44.071521
751,192,,,6,8,32,2016-04-23 11:39:54.297333,2016-04-23 11:39:54.297333
752,192,,,6,7,32,2016-04-23 11:40:01.501415,2016-04-23 11:40:01.501415
753,165,,,4,9,48,2016-04-23 11:41:03.407833,2016-04-23 11:41:03.407833
754,165,,,4,8,48,2016-04-23 11:41:11.334777,2016-04-23 11:41:11.334777
755,165,,,4,7,48,2016-04-23 11:41:19.154241,2016-04-23 11:41:19.154241
756,165,,,5,9,24,2016-04-23 11:41:40.846605,2016-04-23 11:41:40.846605
757,165,,,5,8,24,2016-04-23 11:41:46.539200,2016-04-23 11:41:46.539200
758,165,,,5,7,24,2016-04-23 11:41:53.427401,2016-04-23 11:41:53.427401
759,165,,,6,9,32,2016-04-23 11:42:09.568544,2016-04-23 11:42:09.568544
760,165,,,6,8,32,2016-04-23 11:42:15.890705,2016-04-23 11:42:15.890705
761,165,,,6,7,32,2016-04-23 11:42:21.774928,2016-04-23 11:42:21.774928
762,111,,,4,9,48,2016-04-23 11:42:43.335639,2016-04-23 11:42:43.335639
763,111,,,4,8,48,2016-04-23 11:42:49.581953,2016-04-23 11:42:49.581953
764,111,,,4,7,48,2016-04-23 11:43:01.847660,2016-04-23 11:43:01.847660
765,111,,,5,9,24,2016-04-23 11:43:18.749354,2016-04-23 11:43:18.749354
766,111,,,5,8,24,2016-04-23 11:43:25.261279,2016-04-23 11:43:25.261279
767,111,,,5,7,24,2016-04-23 11:43:36.209856,2016-04-23 11:43:36.209856
768,111,,,6,9,32,2016-04-23 11:43:55.904798,2016-04-23 11:43:55.904798
769,111,,,6,8,32,2016-04-23 11:44:01.606961,2016-04-23 11:44:01.606961
770,111,,,6,7,32,2016-04-23 11:44:09.400597,2016-04-23 11:44:09.400597
771,218,,,4,9,48,2016-04-23 11:44:40.236077,2016-04-23 11:44:40.236077
772,218,,,4,8,48,2016-04-23 11:44:47.835613,2016-04-23 11:44:47.835613
773,218,,,4,7,48,2016-04-23 11:44:59.134406,2016-04-23 11:44:59.134406
774,218,,,5,9,24,2016-04-23 11:45:15.433629,2016-04-23 11:45:15.433629
775,218,,,5,8,24,2016-04-23 11:45:23.800462,2016-04-23 11:45:23.800462
776,218,,,5,7,24,2016-04-23 11:45:31.746133,2016-04-23 11:45:31.746133
777,218,,,6,9,32,2016-04-23 11:45:50.338527,2016-04-23 11:45:50.338527
778,218,,,6,8,32,2016-04-23 11:45:59.082057,2016-04-23 11:45:59.082057
779,218,,,6,7,32,2016-04-23 11:46:09.124629,2016-04-23 11:46:09.124629
780,119,,,4,9,88,2016-04-30 06:36:20.990863,2016-04-30 06:36:20.990863
781,119,,,4,8,80,2016-04-30 06:36:32.477277,2016-04-30 06:36:32.477277
782,119,,,4,7,60,2016-04-30 06:36:44.502277,2016-04-30 06:36:44.502277
783,119,,,5,9,44,2016-04-30 06:36:56.527863,2016-04-30 06:36:56.527863
784,119,,,5,8,40,2016-04-30 06:37:08.774119,2016-04-30 06:37:08.774119
785,119,,,5,7,30,2016-04-30 06:37:26.617929,2016-04-30 06:37:26.617929
786,119,,,6,9,44,2016-04-30 06:37:44.496035,2016-04-30 06:37:44.496035
787,119,,,6,8,40,2016-04-30 06:37:55.691546,2016-04-30 06:37:55.691546
788,119,,,6,7,30,2016-04-30 06:38:06.634187,2016-04-30 06:38:06.634187
789,107,,,4,9,88,2016-04-30 06:38:26.003894,2016-04-30 06:38:26.003894
790,107,,,4,8,80,2016-04-30 07:14:08.800343,2016-04-30 07:14:08.800343
791,107,,,4,7,60,2016-04-30 07:14:21.477568,2016-04-30 07:14:21.477568
792,107,,,5,9,44,2016-04-30 07:14:33.457764,2016-04-30 07:14:33.457764
793,107,,,5,8,40,2016-04-30 07:14:44.347604,2016-04-30 07:14:44.347604
794,107,,,5,7,30,2016-04-30 07:15:07.372164,2016-04-30 07:15:07.372164
795,107,,,6,9,44,2016-04-30 07:15:23.978938,2016-04-30 07:15:23.978938
796,107,,,6,8,40,2016-04-30 07:16:00.095600,2016-04-30 07:16:00.095600
797,107,,,6,7,30,2016-04-30 07:16:32.216023,2016-04-30 07:16:32.216023
798,215,,,4,9,88,2016-04-30 07:17:20.556251,2016-04-30 07:17:20.556251
799,215,,,4,8,80,2016-04-30 07:17:32.171764,2016-04-30 07:17:32.171764
800,215,,,4,7,60,2016-04-30 07:17:44.219478,2016-04-30 07:17:44.219478
801,215,,,5,9,44,2016-04-30 07:18:00.877762,2016-04-30 07:18:00.877762
802,215,,,5,8,40,2016-04-30 07:18:10.572379,2016-04-30 07:18:10.572379
803,215,,,5,7,30,2016-04-30 07:18:21.475920,2016-04-30 07:18:21.475920
804,215,,,6,9,44,2016-04-30 07:18:32.707041,2016-04-30 07:18:32.707041
805,215,,,6,8,40,2016-04-30 07:18:46.211932,2016-04-30 07:18:46.211932
806,215,,,6,7,30,2016-04-30 07:18:58.361429,2016-04-30 07:18:58.361429
807,149,,,4,9,40,2016-04-30 07:19:42.354998,2016-04-30 07:19:42.354998
808,149,,,4,8,40,2016-04-30 07:19:49.015318,2016-04-30 07:19:49.015318
809,149,,,4,7,40,2016-04-30 07:19:53.494786,2016-04-30 07:19:53.494786
810,95,,,4,9,40,2016-04-30 07:20:07.625241,2016-04-30 07:20:07.625241
811,95,,,4,8,40,2016-04-30 07:20:13.665964,2016-04-30 07:20:13.665964
812,95,,,4,7,40,2016-04-30 07:20:20.870833,2016-04-30 07:20:20.870833
813,203,,,4,9,40,2016-04-30 07:20:33.334056,2016-04-30 07:20:33.334056
814,203,,,4,8,40,2016-04-30 07:20:37.787616,2016-04-30 07:20:37.787616
815,203,,,4,7,40,2016-04-30 07:20:44.336941,2016-04-30 07:20:44.336941
816,149,,,5,9,30,2016-04-30 07:22:56.430468,2016-04-30 07:22:56.430468
817,149,,,5,8,30,2016-04-30 07:23:02.094152,2016-04-30 07:23:02.094152
818,149,,,5,7,30,2016-04-30 07:23:08.345536,2016-04-30 07:23:08.345536
819,95,,,5,9,30,2016-04-30 07:23:26.563965,2016-04-30 07:23:26.563965
820,95,,,5,8,30,2016-04-30 07:23:31.850213,2016-04-30 07:23:31.850213
821,95,,,5,7,30,2016-04-30 07:23:39.655818,2016-04-30 07:23:39.655818
822,203,,,5,9,30,2016-04-30 07:23:47.351084,2016-04-30 07:23:47.351084
823,203,,,5,8,30,2016-04-30 07:23:52.294668,2016-04-30 07:23:52.294668
824,203,,,5,7,30,2016-04-30 07:23:57.131537,2016-04-30 07:23:57.131537
825,149,,,6,9,40,2016-04-30 07:24:19.446713,2016-04-30 07:24:19.446713
826,149,,,6,8,40,2016-04-30 07:24:24.808729,2016-04-30 07:24:24.808729
827,149,,,6,7,40,2016-04-30 07:24:30.672581,2016-04-30 07:24:30.672581
828,95,,,6,9,40,2016-04-30 07:24:42.590662,2016-04-30 07:24:42.590662
829,95,,,6,8,40,2016-04-30 07:24:46.696163,2016-04-30 07:24:46.696163
830,95,,,6,7,40,2016-04-30 07:24:51.638599,2016-04-30 07:24:51.638599
831,203,,,6,9,40,2016-04-30 07:25:07.438141,2016-04-30 07:25:07.438141
832,203,,,6,8,40,2016-04-30 07:25:11.231158,2016-04-30 07:25:11.231158
833,203,,,6,7,40,2016-04-30 07:25:16.917652,2016-04-30 07:25:16.917652
834,146,,,4,9,40,2016-04-30 07:37:13.818599,2016-04-30 07:37:13.818599
835,146,,,4,8,40,2016-04-30 07:37:17.810635,2016-04-30 07:37:17.810635
836,146,,,4,7,40,2016-04-30 07:37:22.749086,2016-04-30 07:37:22.749086
837,91,,,4,9,40,2016-04-30 07:37:32.410189,2016-04-30 07:37:32.410189
838,91,,,4,8,40,2016-04-30 07:37:36.794981,2016-04-30 07:37:36.794981
839,91,,,4,7,40,2016-04-30 07:37:41.402799,2016-04-30 07:37:41.402799
840,197,,,4,9,40,2016-04-30 07:37:52.928913,2016-04-30 07:37:52.928913
841,197,,,4,8,40,2016-04-30 07:37:57.743580,2016-04-30 07:37:57.743580
842,197,,,4,7,40,2016-04-30 07:38:02.020121,2016-04-30 07:38:02.020121
843,146,,,5,9,50,2016-04-30 07:38:19.950903,2016-04-30 07:38:19.950903
844,146,,,5,8,50,2016-04-30 07:38:24.773706,2016-04-30 07:38:24.773706
845,146,,,5,7,50,2016-04-30 07:38:29.429204,2016-04-30 07:38:29.429204
846,91,,,5,9,50,2016-04-30 07:38:42.944727,2016-04-30 07:38:42.944727
847,91,,,5,8,50,2016-04-30 07:38:49.440752,2016-04-30 07:38:49.440752
848,91,,,5,7,50,2016-04-30 07:38:54.476316,2016-04-30 07:38:54.476316
849,197,,,5,9,50,2016-04-30 07:39:07.099353,2016-04-30 07:39:07.099353
850,197,,,5,8,50,2016-04-30 07:39:11.210818,2016-04-30 07:39:11.210818
851,197,,,5,7,50,2016-04-30 07:39:15.888980,2016-04-30 07:39:15.888980
852,146,,,6,9,40,2016-04-30 07:39:48.213803,2016-04-30 07:39:48.213803
853,146,,,6,8,40,2016-04-30 07:39:52.663944,2016-04-30 07:39:52.663944
854,146,,,6,7,40,2016-04-30 07:39:57.504459,2016-04-30 07:39:57.504459
855,91,,,6,9,40,2016-04-30 07:40:07.705759,2016-04-30 07:40:07.705759
856,91,,,6,8,40,2016-04-30 07:40:11.934978,2016-04-30 07:40:11.934978
857,91,,,6,7,40,2016-04-30 07:40:16.909740,2016-04-30 07:40:16.909740
858,197,,,6,9,40,2016-04-30 07:40:32.182157,2016-04-30 07:40:32.182157
859,197,,,6,8,40,2016-04-30 07:40:35.681033,2016-04-30 07:40:35.681033
860,197,,,6,7,40,2016-04-30 07:40:40.329501,2016-04-30 07:40:40.329501
861,126,,,4,9,168,2016-04-30 08:13:55.260432,2016-04-30 08:13:55.260432
862,126,,,4,8,168,2016-04-30 08:14:14.484225,2016-04-30 08:14:14.484225
863,126,,,4,7,168,2016-04-30 08:14:28.793747,2016-04-30 08:14:28.793747
864,126,,,5,9,32,2016-04-30 08:14:51.056500,2016-04-30 08:14:51.056500
865,126,,,5,8,32,2016-04-30 08:14:56.871592,2016-04-30 08:14:56.871592
866,126,,,5,7,32,2016-04-30 08:15:01.711007,2016-04-30 08:15:01.711007
867,126,,,6,9,168,2016-04-30 08:15:26.032592,2016-04-30 08:15:26.032592
868,126,,,6,8,168,2016-04-30 08:15:34.901062,2016-04-30 08:15:34.901062
869,126,,,6,7,168,2016-04-30 08:15:39.706743,2016-04-30 08:15:39.706743
870,71,,,4,9,168,2016-04-30 08:16:45.531999,2016-04-30 08:16:45.531999
871,71,,,4,8,168,2016-04-30 09:26:56.553264,2016-04-30 09:26:56.553264
872,71,,,4,7,168,2016-04-30 09:27:02.912049,2016-04-30 09:27:02.912049
873,71,,,5,9,32,2016-04-30 09:27:22.140099,2016-04-30 09:27:22.140099
874,71,,,5,8,32,2016-04-30 09:27:27.864814,2016-04-30 09:27:27.864814
875,71,,,5,7,32,2016-04-30 09:27:33.187031,2016-04-30 09:27:33.187031
876,71,,,6,9,168,2016-04-30 09:27:53.242673,2016-04-30 09:27:53.242673
877,71,,,6,8,168,2016-04-30 09:28:02.358138,2016-04-30 09:28:02.358138
878,71,,,6,7,168,2016-04-30 09:28:06.834285,2016-04-30 09:28:06.834285
879,178,,,4,9,168,2016-04-30 09:28:21.818132,2016-04-30 09:28:21.818132
880,178,,,4,8,168,2016-04-30 09:28:30.915598,2016-04-30 09:28:30.915598
881,178,,,4,7,168,2016-04-30 09:28:37.552348,2016-04-30 09:28:37.552348
882,178,,,5,9,32,2016-04-30 09:28:53.438932,2016-04-30 09:28:53.438932
883,178,,,5,8,32,2016-04-30 09:28:58.122974,2016-04-30 09:28:58.122974
884,178,,,5,7,32,2016-04-30 09:29:04.502196,2016-04-30 09:29:04.502196
885,178,,,6,9,168,2016-04-30 09:29:24.993997,2016-04-30 09:29:24.993997
886,178,,,6,8,168,2016-04-30 09:29:30.097732,2016-04-30 09:29:30.097732
887,178,,,6,7,168,2016-04-30 09:29:36.010396,2016-04-30 09:29:36.010396
888,139,,,4,9,8,2016-04-30 09:31:12.598199,2016-04-30 09:31:12.598199
889,139,,,4,8,8,2016-04-30 09:31:17.749455,2016-04-30 09:31:17.749455
890,139,,,4,7,8,2016-04-30 09:31:22.986628,2016-04-30 09:31:22.986628
891,83,,,4,9,8,2016-04-30 09:32:37.867120,2016-04-30 09:32:37.867120
892,83,,,4,8,8,2016-04-30 09:32:58.650944,2016-04-30 09:32:58.650944
893,83,,,4,7,8,2016-04-30 09:33:04.721437,2016-04-30 09:33:04.721437
894,188,,,4,9,8,2016-04-30 09:33:12.231032,2016-04-30 09:33:12.231032
895,188,,,4,8,8,2016-04-30 09:33:17.105208,2016-04-30 09:33:17.105208
896,188,,,4,7,8,2016-04-30 09:33:23.088958,2016-04-30 09:33:23.088958
897,139,,,5,9,16,2016-04-30 09:33:42.179738,2016-04-30 09:33:42.179738
898,139,,,5,8,16,2016-04-30 09:33:47.643764,2016-04-30 09:33:47.643764
899,139,,,5,7,16,2016-04-30 09:33:53.350288,2016-04-30 09:33:53.350288
900,83,,,5,9,16,2016-04-30 09:34:01.308430,2016-04-30 09:34:01.308430
901,83,,,5,8,16,2016-04-30 09:34:05.870691,2016-04-30 09:34:05.870691
902,83,,,5,7,16,2016-04-30 09:34:13.678369,2016-04-30 09:34:13.678369
903,188,,,5,9,16,2016-04-30 09:34:22.187430,2016-04-30 09:34:22.187430
904,188,,,5,8,16,2016-04-30 09:34:26.747258,2016-04-30 09:34:26.747258
905,188,,,5,7,16,2016-04-30 09:34:32.612730,2016-04-30 09:34:32.612730
906,139,,,6,9,16,2016-04-30 09:34:52.863859,2016-04-30 09:34:52.863859
907,139,,,6,8,16,2016-04-30 09:34:57.774820,2016-04-30 09:34:57.774820
908,139,,,6,7,16,2016-04-30 09:35:04.525715,2016-04-30 09:35:04.525715
909,83,,,6,9,16,2016-04-30 09:35:10.939523,2016-04-30 09:35:10.939523
910,83,,,6,8,16,2016-04-30 09:35:15.917314,2016-04-30 09:35:15.917314
911,83,,,6,7,16,2016-04-30 09:35:20.743182,2016-04-30 09:35:20.743182
912,188,,,6,9,16,2016-04-30 09:35:29.132021,2016-04-30 09:35:29.132021
913,188,,,6,8,16,2016-04-30 09:35:34.772785,2016-04-30 09:35:34.772785
914,188,,,6,7,16,2016-04-30 09:35:42.371791,2016-04-30 09:35:42.371791
915,121,,,4,9,40,2016-04-30 09:36:53.083186,2016-04-30 09:36:53.083186
916,121,,,4,8,40,2016-04-30 09:37:05.065043,2016-04-30 09:37:05.065043
917,121,,,4,7,40,2016-04-30 09:39:26.120869,2016-04-30 09:39:26.120869
918,121,,,5,9,20,2016-04-30 09:39:46.399725,2016-04-30 09:39:46.399725
919,121,,,5,8,20,2016-04-30 09:39:50.894448,2016-04-30 09:39:50.894448
920,121,,,5,7,20,2016-04-30 09:40:02.348048,2016-04-30 09:40:02.348048
921,121,,,6,9,20,2016-04-30 09:40:19.504469,2016-04-30 09:40:19.504469
922,121,,,6,8,20,2016-04-30 09:40:24.276316,2016-04-30 09:40:24.276316
923,121,,,6,7,20,2016-04-30 09:40:33.341019,2016-04-30 09:40:33.341019
924,92,,,4,9,40,2016-04-30 09:40:52.405640,2016-04-30 09:40:52.405640
925,92,,,4,8,40,2016-04-30 09:40:56.886945,2016-04-30 09:40:56.886945
926,92,,,4,7,40,2016-04-30 09:41:01.772980,2016-04-30 09:41:01.772980
927,92,,,5,9,20,2016-04-30 09:41:15.233076,2016-04-30 09:41:15.233076
928,92,,,5,8,20,2016-04-30 09:41:19.745605,2016-04-30 09:41:19.745605
929,92,,,5,7,20,2016-04-30 09:41:25.001696,2016-04-30 09:41:25.001696
930,92,,,6,9,20,2016-04-30 09:41:37.011493,2016-04-30 09:41:37.011493
931,92,,,6,8,20,2016-04-30 09:41:44.414846,2016-04-30 09:41:44.414846
932,92,,,6,7,20,2016-04-30 09:43:44.196842,2016-04-30 09:43:44.196842
933,199,,,4,9,40,2016-04-30 09:44:32.190802,2016-04-30 09:44:32.190802
934,199,,,4,8,40,2016-04-30 09:44:36.191634,2016-04-30 09:44:36.191634
935,199,,,4,7,40,2016-04-30 09:45:09.000746,2016-04-30 09:45:09.000746
936,199,,,5,9,20,2016-04-30 09:45:24.972267,2016-04-30 09:45:24.972267
937,199,,,5,8,20,2016-04-30 09:45:29.925426,2016-04-30 09:45:29.925426
938,199,,,5,7,20,2016-04-30 09:45:36.023651,2016-04-30 09:45:36.023651
939,199,,,6,9,20,2016-04-30 09:45:49.012938,2016-04-30 09:45:49.012938
940,199,,,6,8,20,2016-04-30 09:45:54.218131,2016-04-30 09:45:54.218131
941,199,,,6,7,20,2016-04-30 09:45:59.160225,2016-04-30 09:45:59.160225
942,132,,,4,9,32,2016-04-30 09:46:37.645842,2016-04-30 09:46:37.645842
943,132,,,4,8,32,2016-04-30 09:46:42.105329,2016-04-30 09:46:42.105329
944,132,,,4,7,32,2016-04-30 09:46:47.981597,2016-04-30 09:46:47.981597
945,76,,,4,9,32,2016-04-30 09:46:57.011184,2016-04-30 09:46:57.011184
946,76,,,4,8,32,2016-04-30 09:47:10.288328,2016-04-30 09:47:10.288328
947,76,,,4,7,32,2016-04-30 09:47:15.800057,2016-04-30 09:47:15.800057
948,183,,,4,9,32,2016-04-30 09:47:24.343409,2016-04-30 09:47:24.343409
949,183,,,4,8,32,2016-04-30 09:47:30.255883,2016-04-30 09:47:30.255883
950,183,,,4,7,32,2016-04-30 09:47:35.751836,2016-04-30 09:47:35.751836
951,132,,,5,9,24,2016-04-30 09:54:01.536437,2016-04-30 09:54:01.536437
952,132,,,5,8,24,2016-04-30 09:54:06.397279,2016-04-30 09:54:06.397279
953,132,,,5,7,24,2016-04-30 09:54:11.923223,2016-04-30 09:54:11.923223
954,76,,,5,9,24,2016-04-30 09:54:28.258608,2016-04-30 09:54:28.258608
955,76,,,5,8,24,2016-04-30 09:54:32.897875,2016-04-30 09:54:32.897875
