0,1,2,3,4,5,6,7,8
1264,68,,,6,7,28,2016-04-30 12:24:20.177962,2016-04-30 12:24:20.177962
1266,208,,,6,7,28,2016-04-30 12:24:30.315147,2016-04-30 12:24:30.315147
1268,159,,,4,7,56,2016-04-30 12:24:58.198076,2016-04-30 12:24:58.198076
1271,211,,,4,9,56,2016-04-30 12:25:16.470031,2016-04-30 12:25:16.470031
1274,159,,,5,7,28,2016-04-30 12:25:42.875385,2016-04-30 12:25:42.875385
1275,67,,,5,9,28,2016-04-30 12:25:48.922727,2016-04-30 12:25:48.922727
1277,211,,,5,9,28,2016-04-30 12:25:59.271252,2016-04-30 12:25:59.271252
1257,68,,,5,9,28,2016-04-30 12:23:28.119738,2016-04-30 12:23:28.119738
1259,208,,,5,9,28,2016-04-30 12:23:44.013760,2016-04-30 12:23:44.013760
1261,156,,,6,9,28,2016-04-30 12:24:03.288470,2016-04-30 12:24:03.288470
1263,68,,,6,9,28,2016-04-30 12:24:15.315462,2016-04-30 12:24:15.315462
1265,208,,,6,9,28,2016-04-30 12:24:26.001040,2016-04-30 12:24:26.001040
1267,159,,,4,9,56,2016-04-30 12:24:53.751597,2016-04-30 12:24:53.751597
1269,67,,,4,9,56,2016-04-30 12:25:05.321976,2016-04-30 12:25:05.321976
1270,67,,,4,7,56,2016-04-30 12:25:09.460668,2016-04-30 12:25:09.460668
1272,211,,,4,7,56,2016-04-30 12:25:21.179685,2016-04-30 12:25:21.179685
1273,159,,,5,9,28,2016-04-30 12:25:38.785533,2016-04-30 12:25:38.785533
1276,67,,,5,7,28,2016-04-30 12:25:53.379799,2016-04-30 12:25:53.379799
