id,farmer_id,soil_sample_id,plot_dag_number,remarks,created_at,updated_at
80293,97125,76296,57,,2016-04-29 08:18:56.759507,2016-04-29 08:18:56.759507
80294,97126,76296,59,,2016-04-29 08:18:56.766792,2016-04-29 08:18:56.766792
83133,99965,77605,46,,2016-05-04 11:06:59.784297,2016-05-04 11:06:59.784297
83134,99966,77605,48,,2016-05-04 11:06:59.787807,2016-05-04 11:06:59.787807
83135,99967,77605,50,,2016-05-04 11:06:59.791205,2016-05-04 11:06:59.791205
83136,99968,77605,45,,2016-05-04 11:06:59.795204,2016-05-04 11:06:59.795204
85598,102430,78440,197,,2016-05-06 05:33:55.776476,2016-05-06 05:33:55.776476
85599,102431,78440,243,,2016-05-06 05:33:55.782104,2016-05-06 05:33:55.782104
85600,102432,78440,199,,2016-05-06 05:33:55.788590,2016-05-06 05:33:55.788590
85180,102012,78186,2476,,2016-05-05 10:28:26.470364,2016-05-05 10:28:26.470364
85181,102013,78186,2475,,2016-05-05 10:28:26.478199,2016-05-05 10:28:26.478199
85182,102014,78186,2478,,2016-05-05 10:28:26.485452,2016-05-05 10:28:26.485452
85852,102684,78488,16,,2016-05-06 05:58:25.581167,2016-05-06 05:58:25.581167
85853,102685,78488,54,,2016-05-06 05:58:25.586430,2016-05-06 05:58:25.586430
85854,102686,78488,741,,2016-05-06 05:58:25.591508,2016-05-06 05:58:25.591508
86167,102999,78542,216,,2016-05-06 06:20:59.892242,2016-05-06 06:20:59.892242
86168,103000,78542,210,,2016-05-06 06:20:59.895765,2016-05-06 06:20:59.895765
86169,103001,78542,215,,2016-05-06 06:20:59.899101,2016-05-06 06:20:59.899101
86913,103745,78686,412,,2016-05-06 07:21:32.861820,2016-05-06 07:21:32.861820
86914,103746,78686,410,,2016-05-06 07:21:32.868984,2016-05-06 07:21:32.868984
86727,103559,78649,97,,2016-05-06 07:04:02.208365,2016-05-06 07:04:02.208365
86728,103560,78649,897,,2016-05-06 07:04:02.214700,2016-05-06 07:04:02.214700
86729,103561,78649,87,,2016-05-06 07:04:02.221054,2016-05-06 07:04:02.221054
87123,103955,78728,19,,2016-05-06 07:41:16.864928,2016-05-06 07:41:16.864928
87124,103956,78728,591,,2016-05-06 07:41:16.868713,2016-05-06 07:41:16.868713
87125,103957,78728,16811,,2016-05-06 07:41:16.872213,2016-05-06 07:41:16.872213
87959,104791,78891,60,,2016-05-06 09:20:16.526302,2016-05-06 09:20:16.526302
87960,104792,78891,527,,2016-05-06 09:20:16.533310,2016-05-06 09:20:16.533310
87961,104793,78891,134,,2016-05-06 09:20:16.539543,2016-05-06 09:20:16.539543
87971,104803,78896,1198,,2016-05-06 09:22:40.165694,2016-05-06 09:22:40.165694
87972,104804,78896,1196,,2016-05-06 09:22:40.169276,2016-05-06 09:22:40.169276
87973,104805,78896,1195,,2016-05-06 09:22:40.172437,2016-05-06 09:22:40.172437
87989,104821,78903,53,,2016-05-06 09:25:39.829976,2016-05-06 09:25:39.829976
87990,104822,78903,443,,2016-05-06 09:25:39.833717,2016-05-06 09:25:39.833717
87991,104823,78903,1,,2016-05-06 09:25:39.837270,2016-05-06 09:25:39.837270
87992,104824,78903,640,,2016-05-06 09:25:39.840809,2016-05-06 09:25:39.840809
94149,110981,80188,,,2016-05-09 11:14:47.946231,2016-05-09 11:14:47.946231
94150,110982,80188,,,2016-05-09 11:14:47.949488,2016-05-09 11:14:47.949488
94151,110983,80188,,,2016-05-09 11:14:47.952641,2016-05-09 11:14:47.952641
94152,110984,80188,,,2016-05-09 11:14:47.955618,2016-05-09 11:14:47.955618
94153,110985,80188,,,2016-05-09 11:14:47.958547,2016-05-09 11:14:47.958547
94154,110986,80188,,,2016-05-09 11:14:47.961616,2016-05-09 11:14:47.961616
94155,110987,80188,,,2016-05-09 11:14:47.964940,2016-05-09 11:14:47.964940
94156,110988,80188,,,2016-05-09 11:14:47.968680,2016-05-09 11:14:47.968680
94157,110989,80188,,,2016-05-09 11:14:47.973071,2016-05-09 11:14:47.973071
94158,110990,80188,,,2016-05-09 11:14:47.976326,2016-05-09 11:14:47.976326
94159,110991,80188,,,2016-05-09 11:14:47.980038,2016-05-09 11:14:47.980038
94160,110992,80188,,,2016-05-09 11:14:47.984297,2016-05-09 11:14:47.984297
94161,110993,80188,,,2016-05-09 11:14:47.988306,2016-05-09 11:14:47.988306
94162,110994,80188,,,2016-05-09 11:14:47.991970,2016-05-09 11:14:47.991970
94163,110995,80188,256,,2016-05-09 11:14:47.997439,2016-05-09 11:14:47.997439
116344,133176,85731,873,,2016-05-16 10:25:45.112847,2016-05-16 10:25:45.112847
116345,133177,85731,873,,2016-05-16 10:25:45.116825,2016-05-16 10:25:45.116825
116346,133178,85731,875,,2016-05-16 10:25:45.120775,2016-05-16 10:25:45.120775
116347,133179,85731,874,,2016-05-16 10:25:45.124679,2016-05-16 10:25:45.124679
116372,133204,85731,873,,2016-05-16 10:31:29.068823,2016-05-16 10:31:29.068823
116373,133205,85731,873,,2016-05-16 10:31:29.075693,2016-05-16 10:31:29.075693
116374,133206,85731,875,,2016-05-16 10:31:29.081947,2016-05-16 10:31:29.081947
116375,133207,85731,874,,2016-05-16 10:31:29.085901,2016-05-16 10:31:29.085901
118090,134922,86117,45,,2016-05-17 06:40:36.916799,2016-05-17 06:40:36.916799
118091,134923,86117,647,,2016-05-17 06:40:36.922304,2016-05-17 06:40:36.922304
118092,134924,86117,91,,2016-05-17 06:40:36.926713,2016-05-17 06:40:36.926713
121989,138821,87066,1506,,2016-05-18 06:21:27.238418,2016-05-18 06:21:27.238418
121990,138822,87066,1507,,2016-05-18 06:21:27.284620,2016-05-18 06:21:27.284620
124003,140835,87495,54,,2016-05-18 08:35:29.301453,2016-05-18 08:35:29.301453
124004,140836,87495,50,,2016-05-18 08:35:29.309694,2016-05-18 08:35:29.309694
124005,140837,87495,55,,2016-05-18 08:35:29.318642,2016-05-18 08:35:29.318642
124128,140960,87516,665,,2016-05-18 08:45:07.850030,2016-05-18 08:45:07.850030
124129,140961,87516,660,,2016-05-18 08:45:07.855600,2016-05-18 08:45:07.855600
124130,140962,87516,661,,2016-05-18 08:45:07.860076,2016-05-18 08:45:07.860076
128737,145569,88489,761,,2016-05-20 06:17:01.959634,2016-05-20 06:17:01.959634
128738,145570,88489,766,,2016-05-20 06:17:01.966473,2016-05-20 06:17:01.966473
128739,145571,88489,765,,2016-05-20 06:17:01.973123,2016-05-20 06:17:01.973123
128270,145102,88379,568,,2016-05-20 05:39:40.041535,2016-05-20 05:39:40.041535
128271,145103,88379,570,,2016-05-20 05:39:40.045093,2016-05-20 05:39:40.045093
128272,145104,88379,605,,2016-05-20 05:39:40.048385,2016-05-20 05:39:40.048385
128273,145105,88379,565,,2016-05-20 05:39:40.051866,2016-05-20 05:39:40.051866
133512,150344,89881,125,,2016-05-23 08:08:32.936222,2016-05-23 08:08:32.936222
132677,149509,89627,1200,,2016-05-23 06:46:06.987980,2016-05-23 06:46:06.987980
