0,1,2,3,4,5,6
7395,7395,7285.0,338,,2015-12-17 06:33:52,2015-12-17 06:33:52
7396,7396,7285.0,205,,2015-12-17 06:33:54,2015-12-17 06:33:54
7398,7398,7293.0,766,,2015-12-17 06:36:41,2015-12-17 06:36:41
7399,7399,7292.0,1410,,2015-12-17 06:36:43,2015-12-17 06:36:43
7400,7400,7294.0,1997,,2015-12-17 06:36:52,2015-12-17 06:36:52
7401,7401,7297.0,2223,,2015-12-17 06:38:54,2015-12-17 06:38:54
7402,7402,7297.0,2223,,2015-12-17 06:39:00,2015-12-17 06:39:00
7403,7403,7295.0,289,,2015-12-17 06:39:43,2015-12-17 06:39:43
7404,7404,7298.0,744,,2015-12-17 06:40:30,2015-12-17 06:40:30
7405,7405,7298.0,745,,2015-12-17 06:40:32,2015-12-17 06:40:32
7410,7410,7304.0,3082,,2015-12-17 06:43:54,2015-12-17 06:43:54
7411,7411,7303.0,248,,2015-12-17 06:43:56,2015-12-17 06:43:56
7412,7412,7305.0,1761,,2015-12-17 06:44:53,2015-12-17 06:44:53
7413,7413,,550,,2015-12-17 06:45:00,2015-12-17 06:45:00
7414,7414,,"
501",,2015-12-17 06:45:40,2015-12-17 06:45:40
7415,7415,,503,,2015-12-17 06:46:51,2015-12-17 06:46:51
7416,7416,7307.0,1065,,2015-12-17 06:46:53,2015-12-17 06:46:53
7417,7417,7307.0,1065,,2015-12-17 06:46:57,2015-12-17 06:46:57
7418,7418,7308.0,743,,2015-12-17 06:47:07,2015-12-17 06:47:07
7419,7419,7309.0,1764,,2015-12-17 06:47:32,2015-12-17 06:47:32
7420,7420,7310.0,855,,2015-12-17 06:47:39,2015-12-17 06:47:39
7421,7421,7315.0,1738,,2015-12-17 06:50:49,2015-12-17 06:50:49
7422,7422,7314.0,123,,2015-12-17 06:51:45,2015-12-17 06:51:45
7423,7423,,284.289,,2015-12-17 06:52:00,2015-12-17 06:52:00
7424,7424,7314.0,123,,2015-12-17 06:52:06,2015-12-17 06:52:06
7425,7425,7313.0,2229,,2015-12-17 06:52:11,2015-12-17 06:52:11
7426,7426,7313.0,1431,,2015-12-17 06:52:13,2015-12-17 06:52:13
7427,7427,7313.0,2231,,2015-12-17 06:52:16,2015-12-17 06:52:16
7429,7429,7318.0,1751,,2015-12-17 06:53:03,2015-12-17 06:53:03
7433,7433,7322.0,3046,,2015-12-17 06:54:27,2015-12-17 06:54:27
7434,7434,7323.0,747,,2015-12-17 06:54:29,2015-12-17 06:54:29
7435,7435,7325.0,123,,2015-12-17 06:55:26,2015-12-17 06:55:26
7436,7436,7324.0,1936,,2015-12-17 06:55:31,2015-12-17 06:55:31
7437,7437,7328.0,1750,,2015-12-17 06:56:17,2015-12-17 06:56:17
7438,7438,7326.0,532,,2015-12-17 06:56:21,2015-12-17 06:56:21
7439,7439,7327.0,65,,2015-12-17 06:57:54,2015-12-17 06:57:54
7440,7440,7327.0,55,,2015-12-17 06:57:56,2015-12-17 06:57:56
7441,7441,7327.0,60,,2015-12-17 06:57:58,2015-12-17 06:57:58
7442,7442,7331.0,255,,2015-12-17 06:58:24,2015-12-17 06:58:24
7443,7443,7329.0,2074,,2015-12-17 06:58:31,2015-12-17 06:58:31
7444,7444,7321.0,2,,2015-12-17 06:58:46,2015-12-17 06:58:46
7445,7445,,691,,2015-12-17 06:59:42,2015-12-17 06:59:42
7446,7446,7335.0,235,,2015-12-17 06:59:59,2015-12-17 06:59:59
7447,7447,7337.0,1786,,2015-12-17 07:00:21,2015-12-17 07:00:21
7448,7448,7336.0,429,,2015-12-17 07:00:30,2015-12-17 07:00:30
7449,7449,7333.0,254 255,,2015-12-17 07:01:32,2015-12-17 07:01:32
7450,7450,7341.0,427,,2015-12-17 07:01:33,2015-12-17 07:01:33
7451,7451,7333.0,256,,2015-12-17 07:01:35,2015-12-17 07:01:35
7452,7452,7338.0,406.213.,,2015-12-17 07:01:36,2015-12-17 07:01:36
7453,7453,7333.0,257,,2015-12-17 07:01:37,2015-12-17 07:01:37
7454,7454,7340.0,240,,2015-12-17 07:01:37,2015-12-17 07:01:37
7455,7455,7338.0,406.213.,,2015-12-17 07:01:55,2015-12-17 07:01:55
7459,7459,7344.0,108,,2015-12-17 07:02:43,2015-12-17 07:02:43
7460,7460,7345.0,324,,2015-12-17 07:03:26,2015-12-17 07:03:26
7461,7461,7346.0,580,,2015-12-17 07:03:36,2015-12-17 07:03:36
7462,7462,7343.0,527,,2015-12-17 07:04:05,2015-12-17 07:04:05
7463,7463,7347.0,757,,2015-12-17 07:04:52,2015-12-17 07:04:52
7464,7464,7350.0,1801,,2015-12-17 07:05:34,2015-12-17 07:05:34
7465,7465,7348.0,253,,2015-12-17 07:05:47,2015-12-17 07:05:47
7466,7466,7349.0,41,,2015-12-17 07:07:15,2015-12-17 07:07:15
7467,7467,7353.0,142,,2015-12-17 07:09:10,2015-12-17 07:09:10
7469,7469,7306.0,1057,,2015-12-17 07:09:25,2015-12-17 07:09:25
7470,7470,7306.0,1045,,2015-12-17 07:09:27,2015-12-17 07:09:27
7471,7471,7306.0,1561,,2015-12-17 07:09:28,2015-12-17 07:09:28
7472,7472,7306.0,1046,,2015-12-17 07:09:29,2015-12-17 07:09:29
7473,7473,7306.0,1633,,2015-12-17 07:09:30,2015-12-17 07:09:30
7474,7474,7306.0,1645,,2015-12-17 07:09:31,2015-12-17 07:09:31
7475,7475,7306.0,1562,,2015-12-17 07:09:32,2015-12-17 07:09:32
7476,7476,7306.0,1561,,2015-12-17 07:09:33,2015-12-17 07:09:33
7477,7477,7306.0,1582,,2015-12-17 07:09:34,2015-12-17 07:09:34
7478,7478,7306.0,1559,,2015-12-17 07:09:35,2015-12-17 07:09:35
7479,7479,7356.0,1174,,2015-12-17 07:10:22,2015-12-17 07:10:22
7480,7480,7357.0,149,,2015-12-17 07:10:54,2015-12-17 07:10:54
7481,7481,7358.0,1779,,2015-12-17 07:10:55,2015-12-17 07:10:55
7482,7482,7352.0,1062,,2015-12-17 07:11:23,2015-12-17 07:11:23
7483,7483,7359.0,1888,,2015-12-17 07:11:57,2015-12-17 07:11:57
7484,7484,7352.0,1062,,2015-12-17 07:12:28,2015-12-17 07:12:28
7485,7485,7362.0,141,,2015-12-17 07:12:54,2015-12-17 07:12:54
7490,7490,7364.0,320,,2015-12-17 07:15:11,2015-12-17 07:15:11
7491,7491,7365.0,1738,,2015-12-17 07:15:20,2015-12-17 07:15:20
7492,7492,7367.0,1788,,2015-12-17 07:15:27,2015-12-17 07:15:27
7493,7493,,832,,2015-12-17 07:15:48,2015-12-17 07:15:48
7494,7494,7368.0,52,,2015-12-17 07:16:10,2015-12-17 07:16:10
7496,7496,7342.0,2077,,2015-12-17 07:16:52,2015-12-17 07:16:52
7497,7497,7369.0,63,,2015-12-17 07:17:39,2015-12-17 07:17:39
7498,7498,7369.0,63,,2015-12-17 07:17:42,2015-12-17 07:17:42
7499,7499,7371.0,198,,2015-12-17 07:17:45,2015-12-17 07:17:45
7500,7500,7377.0,275,,2015-12-17 07:20:07,2015-12-17 07:20:07
7501,7501,7374.0,48,,2015-12-17 07:20:40,2015-12-17 07:20:40
7502,7502,7378.0,1794,,2015-12-17 07:20:53,2015-12-17 07:20:53
7503,7503,7375.0,2208,,2015-12-17 07:21:42,2015-12-17 07:21:42
7504,7504,7379.0,87,,2015-12-17 07:21:44,2015-12-17 07:21:44
7505,7505,7372.0,1135,,2015-12-17 07:21:52,2015-12-17 07:21:52
7506,7506,7375.0,2209,,2015-12-17 07:22:06,2015-12-17 07:22:06
7507,7507,7375.0,2210,,2015-12-17 07:22:15,2015-12-17 07:22:15
7508,7508,7380.0,329,,2015-12-17 07:22:16,2015-12-17 07:22:16
7509,7509,7376.0,365,,2015-12-17 07:22:21,2015-12-17 07:22:21
7510,7510,7381.0,303,,2015-12-17 07:23:01,2015-12-17 07:23:01
7511,7511,7383.0,338,,2015-12-17 07:24:30,2015-12-17 07:24:30
7512,7512,7384.0,1675,,2015-12-17 07:25:56,2015-12-17 07:25:56
7513,7513,7387.0,101,,2015-12-17 07:25:58,2015-12-17 07:25:58
7517,7517,7385.0,2078,,2015-12-17 07:26:53,2015-12-17 07:26:53
7518,7518,7386.0,1221,,2015-12-17 07:26:57,2015-12-17 07:26:57
7519,7519,7390.0,332,,2015-12-17 07:27:51,2015-12-17 07:27:51
7520,7520,7391.0,381,,2015-12-17 07:28:10,2015-12-17 07:28:10
7521,7521,7392.0,52,,2015-12-17 07:28:26,2015-12-17 07:28:26
7522,7522,7393.0,85,,2015-12-17 07:29:41,2015-12-17 07:29:41
7523,7523,7395.0,367,,2015-12-17 07:30:01,2015-12-17 07:30:01
7524,7524,7389.0,2222,,2015-12-17 07:30:07,2015-12-17 07:30:07
7525,7525,7389.0,2223,,2015-12-17 07:30:08,2015-12-17 07:30:08
7526,7526,7389.0,2224,,2015-12-17 07:30:09,2015-12-17 07:30:09
7527,7527,7394.0,1219,,2015-12-17 07:30:10,2015-12-17 07:30:10
7528,7528,7388.0,2101,,2015-12-17 07:30:32,2015-12-17 07:30:32
7529,7529,7397.0,1708,,2015-12-17 07:30:51,2015-12-17 07:30:51
7530,7530,7400.0,334,,2015-12-17 07:31:42,2015-12-17 07:31:42
7531,7531,7396.0,371,,2015-12-17 07:32:07,2015-12-17 07:32:07
7532,7532,7398.0,70,,2015-12-17 07:32:28,2015-12-17 07:32:28
7533,7533,7398.0,71,,2015-12-17 07:32:30,2015-12-17 07:32:30
7534,7534,7402.0,2080,,2015-12-17 07:34:52,2015-12-17 07:34:52
7535,7535,7407.0,1204,,2015-12-17 07:35:24,2015-12-17 07:35:24
7536,7536,7406.0,251 252,,2015-12-17 07:35:49,2015-12-17 07:35:49
7537,7537,7409.0,1692,,2015-12-17 07:36:13,2015-12-17 07:36:13
7538,7538,7412.0,337,,2015-12-17 07:37:13,2015-12-17 07:37:13
7539,7539,7411.0,366,,2015-12-17 07:37:48,2015-12-17 07:37:48
7540,7540,,2081,,2015-12-17 07:38:50,2015-12-17 07:38:50
7545,7545,7418.0,1434,,2015-12-17 07:40:51,2015-12-17 07:40:51
7547,7547,7424.0,2083,,2015-12-17 07:42:33,2015-12-17 07:42:33
7548,7548,7419.0,254 255,,2015-12-17 07:43:43,2015-12-17 07:43:43
7549,7549,7419.0,"266 3
268",,2015-12-17 07:43:45,2015-12-17 07:43:45
7550,7550,7419.0,270,,2015-12-17 07:43:47,2015-12-17 07:43:47
7554,7554,7438.0,300,,2015-12-17 07:46:14,2015-12-17 07:46:14
7555,7555,7439.0,1442,,2015-12-17 07:47:51,2015-12-17 07:47:51
7556,7556,7443.0,2085,,2015-12-17 07:50:07,2015-12-17 07:50:07
7557,7557,7445.0,374,,2015-12-17 07:50:08,2015-12-17 07:50:08
7559,7559,7441.0,274,,2015-12-17 07:51:34,2015-12-17 07:51:34
7560,7560,7441.0,271,,2015-12-17 07:51:37,2015-12-17 07:51:37
7561,7561,7441.0,273,,2015-12-17 07:51:39,2015-12-17 07:51:39
7562,7562,7441.0,275,,2015-12-17 07:51:42,2015-12-17 07:51:42
7563,7563,7447.0,1336,,2015-12-17 07:51:57,2015-12-17 07:51:57
7567,7567,7448.0,660,,2015-12-17 07:53:17,2015-12-17 07:53:17
7568,7568,7442.0,66,,2015-12-17 07:53:41,2015-12-17 07:53:41
7569,7569,7442.0,55,,2015-12-17 07:53:42,2015-12-17 07:53:42
7570,7570,7442.0,55,,2015-12-17 07:53:43,2015-12-17 07:53:43
7571,7571,7452.0,991,,2015-12-17 07:54:26,2015-12-17 07:54:26
7572,7572,7451.0,638,,2015-12-17 07:54:47,2015-12-17 07:54:47
7573,7573,7454.0,632,,2015-12-17 07:56:08,2015-12-17 07:56:08
7574,7574,7456.0,948,,2015-12-17 07:57:32,2015-12-17 07:57:32
7575,7575,7458.0,1208,,2015-12-17 07:57:36,2015-12-17 07:57:36
7576,7576,7463.0,1719,,2015-12-17 07:59:38,2015-12-17 07:59:38
7577,7577,7455.0,2280,,2015-12-17 07:59:44,2015-12-17 07:59:44
7578,7578,7455.0,2279,,2015-12-17 08:00:02,2015-12-17 08:00:02
7579,7579,7460.0,237,,2015-12-17 08:01:06,2015-12-17 08:01:06
7580,7580,7465.0,997,,2015-12-17 08:01:17,2015-12-17 08:01:17
7581,7581,7459.0,280 276,,2015-12-17 08:01:37,2015-12-17 08:01:37
7582,7582,7459.0,277,,2015-12-17 08:01:40,2015-12-17 08:01:40
7583,7583,7459.0,275,,2015-12-17 08:01:44,2015-12-17 08:01:44
7584,7584,7459.0,274,,2015-12-17 08:01:47,2015-12-17 08:01:47
7585,7585,7462.0,776,,2015-12-17 08:02:47,2015-12-17 08:02:47
7589,7589,7437.0,232,l,2015-12-17 08:03:28,2015-12-17 08:03:28
7590,7590,7468.0,835,,2015-12-17 08:04:31,2015-12-17 08:04:31
7591,7591,7461.0,351,,2015-12-17 08:05:04,2015-12-17 08:05:04
7592,7592,7461.0,362,,2015-12-17 08:05:06,2015-12-17 08:05:06
7593,7593,7461.0,349,,2015-12-17 08:05:07,2015-12-17 08:05:07
7594,7594,7461.0,352,,2015-12-17 08:05:08,2015-12-17 08:05:08
7596,7596,7473.0,2088,,2015-12-17 08:06:25,2015-12-17 08:06:25
7597,7597,7461.0,351,,2015-12-17 08:06:51,2015-12-17 08:06:51
7598,7598,7461.0,362,,2015-12-17 08:06:52,2015-12-17 08:06:52
7599,7599,7461.0,349,,2015-12-17 08:06:53,2015-12-17 08:06:53
7600,7600,7461.0,352,,2015-12-17 08:06:54,2015-12-17 08:06:54
7601,7601,7461.0,351,,2015-12-17 08:07:18,2015-12-17 08:07:18
7602,7602,7461.0,362,,2015-12-17 08:07:19,2015-12-17 08:07:19
7603,7603,7461.0,349,,2015-12-17 08:07:21,2015-12-17 08:07:21
7604,7604,7461.0,352,,2015-12-17 08:07:22,2015-12-17 08:07:22
7605,7605,7461.0,351,,2015-12-17 08:09:14,2015-12-17 08:09:14
7606,7606,7461.0,362,,2015-12-17 08:09:16,2015-12-17 08:09:16
7607,7607,7461.0,349,,2015-12-17 08:09:17,2015-12-17 08:09:17
7608,7608,7461.0,352,,2015-12-17 08:09:18,2015-12-17 08:09:18
7609,7609,7474.0,1430 1432,,2015-12-17 08:10:04,2015-12-17 08:10:04
7610,7610,7474.0,1441 1442,,2015-12-17 08:10:06,2015-12-17 08:10:06
7611,7611,7476.0,1039,,2015-12-17 08:10:06,2015-12-17 08:10:06
7612,7612,7474.0,1433,,2015-12-17 08:10:08,2015-12-17 08:10:08
7613,7613,7474.0,1434,,2015-12-17 08:10:11,2015-12-17 08:10:11
7614,7614,7478.0,76,,2015-12-17 08:10:18,2015-12-17 08:10:18
7618,7618,7480.0,2091,,2015-12-17 08:12:06,2015-12-17 08:12:06
7619,7619,7484.0,63,,2015-12-17 08:13:22,2015-12-17 08:13:22
7622,7622,7479.0,1049,,2015-12-17 08:15:01,2015-12-17 08:15:01
7623,7623,7479.0,1049,,2015-12-17 08:15:05,2015-12-17 08:15:05
7624,7624,7479.0,1049,,2015-12-17 08:15:08,2015-12-17 08:15:08
7625,7625,7479.0,1049,,2015-12-17 08:15:24,2015-12-17 08:15:24
7626,7626,7479.0,1049,,2015-12-17 08:15:37,2015-12-17 08:15:37
7627,7627,7479.0,1049,,2015-12-17 08:15:48,2015-12-17 08:15:48
7628,7628,7487.0,778,,2015-12-17 08:16:11,2015-12-17 08:16:11
7629,7629,7481.0,2,,2015-12-17 08:16:24,2015-12-17 08:16:24
7633,7633,7488.0,1428,,2015-12-17 08:17:09,2015-12-17 08:17:09
7634,7634,7488.0,1427,,2015-12-17 08:17:11,2015-12-17 08:17:11
7636,7636,7495.0,2094,,2015-12-17 08:19:52,2015-12-17 08:19:52
7637,7637,7498.0,278,,2015-12-17 08:21:44,2015-12-17 08:21:44
7638,7638,7500.0,1236,,2015-12-17 08:21:55,2015-12-17 08:21:55
7639,7639,7499.0,841,,2015-12-17 08:23:19,2015-12-17 08:23:19
7640,7640,7158.0,1556,,2015-12-17 08:23:25,2015-12-17 08:23:25
7642,7642,7158.0,1445,,2015-12-17 08:23:30,2015-12-17 08:23:30
7643,7643,7158.0,1493,,2015-12-17 08:23:33,2015-12-17 08:23:33
7644,7644,7158.0,1446,,2015-12-17 08:23:37,2015-12-17 08:23:37
7645,7645,7505.0,3401,,2015-12-17 08:24:13,2015-12-17 08:24:13
7646,7646,7505.0,3400,,2015-12-17 08:24:15,2015-12-17 08:24:15
7647,7647,7505.0,3401,,2015-12-17 08:24:17,2015-12-17 08:24:17
7648,7648,7506.0,5352,,2015-12-17 08:24:17,2015-12-17 08:24:17
7650,7650,7513.0,2096,,2015-12-17 08:26:01,2015-12-17 08:26:01
7651,7651,7514.0,4427,,2015-12-17 08:26:33,2015-12-17 08:26:33
7652,7652,7516.0,1125,,2015-12-17 08:27:07,2015-12-17 08:27:07
7653,7653,7519.0,671,,2015-12-17 08:27:47,2015-12-17 08:27:47
7658,7658,7517.0,1234,,2015-12-17 08:28:23,2015-12-17 08:28:23
7659,7659,7517.0,1243,,2015-12-17 08:28:25,2015-12-17 08:28:25
7660,7660,7517.0,1435,,2015-12-17 08:28:27,2015-12-17 08:28:27
7661,7661,7517.0,1442,,2015-12-17 08:28:29,2015-12-17 08:28:29
7662,7662,7521.0,2099,,2015-12-17 08:28:55,2015-12-17 08:28:55
7663,7663,7520.0,4575,,2015-12-17 08:28:58,2015-12-17 08:28:58
7664,7664,,52,,2015-12-17 08:31:28,2015-12-17 08:31:28
7665,7665,7523.0,2196,,2015-12-17 08:31:29,2015-12-17 08:31:29
7666,7666,7523.0,2197,,2015-12-17 08:31:32,2015-12-17 08:31:32
7667,7667,7515.0,332,,2015-12-17 08:31:58,2015-12-17 08:31:58
7668,7668,7524.0,542,,2015-12-17 08:32:38,2015-12-17 08:32:38
7669,7669,7529.0,1502,,2015-12-17 08:34:03,2015-12-17 08:34:03
7670,7670,7527.0,4603,,2015-12-17 08:34:07,2015-12-17 08:34:07
7671,7671,7532.0,2103,,2015-12-17 08:34:13,2015-12-17 08:34:13
7673,7673,7525.0,891,,2015-12-17 08:34:47,2015-12-17 08:34:47
7674,7674,7525.0,891,,2015-12-17 08:34:49,2015-12-17 08:34:49
7675,7675,7528.0,258,,2015-12-17 08:34:50,2015-12-17 08:34:50
7676,7676,7525.0,895,,2015-12-17 08:34:51,2015-12-17 08:34:51
7677,7677,7525.0,896,,2015-12-17 08:34:53,2015-12-17 08:34:53
7678,7678,7525.0,897,,2015-12-17 08:34:55,2015-12-17 08:34:55
7680,7680,,250 249,,2015-12-17 08:37:50,2015-12-17 08:37:50
7681,7681,7538.0,5425,,2015-12-17 08:38:09,2015-12-17 08:38:09
7682,7682,7541.0,2105,,2015-12-17 08:38:16,2015-12-17 08:38:16
7683,7683,7544.0,209,,2015-12-17 08:40:52,2015-12-17 08:40:52
7684,7684,7544.0,208,,2015-12-17 08:40:54,2015-12-17 08:40:54
7685,7685,7544.0,207,,2015-12-17 08:40:57,2015-12-17 08:40:57
7686,7686,7543.0,899,,2015-12-17 08:41:00,2015-12-17 08:41:00
7687,7687,7543.0,892,,2015-12-17 08:41:02,2015-12-17 08:41:02
7688,7688,7543.0,896,,2015-12-17 08:41:04,2015-12-17 08:41:04
7689,7689,7543.0,901,,2015-12-17 08:41:06,2015-12-17 08:41:06
7690,7690,7547.0,2106,,2015-12-17 08:41:38,2015-12-17 08:41:38
7691,7691,7539.0,25,,2015-12-17 08:41:39,2015-12-17 08:41:39
7692,7692,7539.0,26,,2015-12-17 08:41:40,2015-12-17 08:41:40
7693,7693,7051.0,136,,2015-12-17 08:42:06,2015-12-17 08:42:06
7694,7694,7546.0,4417,,2015-12-17 08:42:20,2015-12-17 08:42:20
7695,7695,7550.0,152,,2015-12-17 08:44:42,2015-12-17 08:44:42
7696,7696,7550.0,153,,2015-12-17 08:44:59,2015-12-17 08:44:59
7697,7697,7550.0,153,,2015-12-17 08:45:17,2015-12-17 08:45:17
7698,7698,7552.0,897,,2015-12-17 08:46:31,2015-12-17 08:46:31
7699,7699,7552.0,903,,2015-12-17 08:46:33,2015-12-17 08:46:33
7700,7700,7552.0,912,,2015-12-17 08:46:35,2015-12-17 08:46:35
7701,7701,7552.0,965,,2015-12-17 08:46:37,2015-12-17 08:46:37
7702,7702,7554.0,2107,,2015-12-17 08:48:12,2015-12-17 08:48:12
7703,7703,7555.0,4417,,2015-12-17 08:48:33,2015-12-17 08:48:33
7705,7705,7559.0,296,,2015-12-17 08:50:15,2015-12-17 08:50:15
7706,7706,7563.0,2109,,2015-12-17 08:50:48,2015-12-17 08:50:48
7707,7707,7558.0,1675,,2015-12-17 08:51:16,2015-12-17 08:51:16
7708,7708,7558.0,1564,,2015-12-17 08:51:18,2015-12-17 08:51:18
7709,7709,7558.0,2432,,2015-12-17 08:51:20,2015-12-17 08:51:20
7710,7710,7558.0,2576,,2015-12-17 08:51:22,2015-12-17 08:51:22
7711,7711,7562.0,275,,2015-12-17 08:51:32,2015-12-17 08:51:32
7712,7712,7561.0,53,,2015-12-17 08:52:16,2015-12-17 08:52:16
7713,7713,7561.0,54,,2015-12-17 08:52:18,2015-12-17 08:52:18
7714,7714,7564.0,4679,,2015-12-17 08:52:28,2015-12-17 08:52:28
7715,7715,7560.0,80,,2015-12-17 08:53:12,2015-12-17 08:53:12
7717,7717,7571.0,154,,2015-12-17 08:56:43,2015-12-17 08:56:43
7718,7718,7571.0,155,,2015-12-17 08:56:45,2015-12-17 08:56:45
7719,7719,7571.0,156,,2015-12-17 08:56:47,2015-12-17 08:56:47
7720,7720,7570.0,3424,,2015-12-17 08:56:48,2015-12-17 08:56:48
7721,7721,7570.0,2432,,2015-12-17 08:56:50,2015-12-17 08:56:50
7722,7722,7570.0,2543,,2015-12-17 08:56:53,2015-12-17 08:56:53
7723,7723,7570.0,2500,,2015-12-17 08:56:55,2015-12-17 08:56:55
7724,7724,7556.0,559,,2015-12-17 08:57:04,2015-12-17 08:57:04
7725,7725,7556.0,556,,2015-12-17 08:57:07,2015-12-17 08:57:07
7726,7726,7556.0,559,,2015-12-17 08:57:09,2015-12-17 08:57:09
7728,7728,7579.0,2111,,2015-12-17 08:58:22,2015-12-17 08:58:22
7730,7730,7577.0,406,,2015-12-17 09:00:02,2015-12-17 09:00:02
7732,7732,7576.0,677,,2015-12-17 09:01:04,2015-12-17 09:01:04
7733,7733,7586.0,2123,,2015-12-17 09:01:29,2015-12-17 09:01:29
7734,7734,7584.0,558,,2015-12-17 09:01:38,2015-12-17 09:01:38
7735,7735,7584.0,557,,2015-12-17 09:01:40,2015-12-17 09:01:40
7736,7736,7584.0,560,,2015-12-17 09:01:43,2015-12-17 09:01:43
7737,7737,7587.0,189,,2015-12-17 09:01:58,2015-12-17 09:01:58
7738,7738,7583.0,3475,,2015-12-17 09:02:17,2015-12-17 09:02:17
7739,7739,7583.0,2655,,2015-12-17 09:02:20,2015-12-17 09:02:20
7741,7741,7583.0,2389,,2015-12-17 09:02:23,2015-12-17 09:02:23
7742,7742,7583.0,2865,,2015-12-17 09:02:26,2015-12-17 09:02:26
7743,7743,7591.0,2125,,2015-12-17 09:03:56,2015-12-17 09:03:56
7745,7745,7582.0,926,,2015-12-17 09:05:28,2015-12-17 09:05:28
7747,7747,7592.0,1003,,2015-12-17 09:05:43,2015-12-17 09:05:43
7748,7748,7593.0,3454,,2015-12-17 09:06:14,2015-12-17 09:06:14
7749,7749,7593.0,3452,,2015-12-17 09:06:16,2015-12-17 09:06:16
7750,7750,7593.0,3524,,2015-12-17 09:06:19,2015-12-17 09:06:19
7751,7751,7593.0,3654,,2015-12-17 09:06:22,2015-12-17 09:06:22
7752,7752,7572.0,389,,2015-12-17 09:06:45,2015-12-17 09:06:45
7753,7753,7572.0,390,,2015-12-17 09:06:46,2015-12-17 09:06:46
7754,7754,7572.0,391,,2015-12-17 09:06:47,2015-12-17 09:06:47
7755,7755,7572.0,401,,2015-12-17 09:06:48,2015-12-17 09:06:48
7756,7756,7597.0,5183,,2015-12-17 09:07:18,2015-12-17 09:07:18
7757,7757,7595.0,561,,2015-12-17 09:07:19,2015-12-17 09:07:19
7758,7758,7595.0,558,,2015-12-17 09:07:21,2015-12-17 09:07:21
7759,7759,7601.0,2168,,2015-12-17 09:07:24,2015-12-17 09:07:24
7761,7761,7603.0,283,,2015-12-17 09:08:30,2015-12-17 09:08:30
7764,7764,7605.0,751,,2015-12-17 09:10:09,2015-12-17 09:10:09
7765,7765,7608.0,5119,,2015-12-17 09:10:10,2015-12-17 09:10:10
7766,7766,7609.0,233,,2015-12-17 09:10:54,2015-12-17 09:10:54
7767,7767,7610.0,2117,,2015-12-17 09:11:08,2015-12-17 09:11:08
7768,7768,7607.0,1234,,2015-12-17 09:12:19,2015-12-17 09:12:19
7769,7769,7607.0,1178,,2015-12-17 09:12:21,2015-12-17 09:12:21
7770,7770,7607.0,2043,,2015-12-17 09:12:23,2015-12-17 09:12:23
7771,7771,7607.0,1678,,2015-12-17 09:12:27,2015-12-17 09:12:27
7772,7772,7612.0,148,,2015-12-17 09:13:07,2015-12-17 09:13:07
7774,7774,7616.0,2128,,2015-12-17 09:13:41,2015-12-17 09:13:41
7775,7775,7614.0,405,,2015-12-17 09:14:06,2015-12-17 09:14:06
7776,7776,7615.0,563,,2015-12-17 09:16:25,2015-12-17 09:16:25
7777,7777,7615.0,54,,2015-12-17 09:16:30,2015-12-17 09:16:30
7778,7778,7615.0,55,,2015-12-17 09:16:35,2015-12-17 09:16:35
7780,7780,7622.0,2130,,2015-12-17 09:17:15,2015-12-17 09:17:15
7781,7781,7598.0,1767,,2015-12-17 09:18:46,2015-12-17 09:18:46
7782,7782,7598.0,1768,,2015-12-17 09:18:49,2015-12-17 09:18:49
7783,7783,7598.0,1769,,2015-12-17 09:18:55,2015-12-17 09:18:55
7784,7784,7625.0,2131,,2015-12-17 09:19:24,2015-12-17 09:19:24
7785,7785,7624.0,173,,2015-12-17 09:20:25,2015-12-17 09:20:25
7786,7786,7623.0,1112,Soil sample,2015-12-17 09:20:28,2015-12-17 09:20:28
7787,7787,7627.0,904,,2015-12-17 09:21:35,2015-12-17 09:21:35
7788,7788,7621.0,1542,,2015-12-17 09:21:40,2015-12-17 09:21:40
7789,7789,7621.0,8754,,2015-12-17 09:21:43,2015-12-17 09:21:43
7790,7790,7621.0,2076,,2015-12-17 09:21:45,2015-12-17 09:21:45
7791,7791,7621.0,6546,,2015-12-17 09:21:48,2015-12-17 09:21:48
7792,7792,7630.0,2134,,2015-12-17 09:21:52,2015-12-17 09:21:52
7795,7795,7635.0,209,,2015-12-17 09:23:27,2015-12-17 09:23:27
7796,7796,7628.0,831,,2015-12-17 09:23:34,2015-12-17 09:23:34
7797,7797,7628.0,832,,2015-12-17 09:23:38,2015-12-17 09:23:38
7798,7798,7634.0,1189,,2015-12-17 09:23:39,2015-12-17 09:23:39
7799,7799,7628.0,1025,,2015-12-17 09:23:39,2015-12-17 09:23:39
7801,7801,7636.0,551,,2015-12-17 09:23:57,2015-12-17 09:23:57
7802,7802,7638.0,292,,2015-12-17 09:24:13,2015-12-17 09:24:13
7803,7803,7639.0,5119,,2015-12-17 09:24:49,2015-12-17 09:24:49
7804,7804,7640.0,1654,,2015-12-17 09:25:56,2015-12-17 09:25:56
7805,7805,7640.0,1654,,2015-12-17 09:25:58,2015-12-17 09:25:58
7806,7806,7643.0,2136,,2015-12-17 09:26:08,2015-12-17 09:26:08
7807,7807,7642.0,229,,2015-12-17 09:26:32,2015-12-17 09:26:32
7808,7808,7641.0,1040,,2015-12-17 09:26:57,2015-12-17 09:26:57
7809,7809,7644.0,568 569,,2015-12-17 09:28:29,2015-12-17 09:28:29
