id,crop_reference_id,nitrogen,phosphorus,potassium,sulphur,zinc,boron,iron,manganese,copper,organic_manure,biofertiliser,lime,gypsum,created_at,updated_at,result_id,mixed_fertilizer_urea,mixed_fertilizer_ssp,mixed_fertilizer_mop,mixed_fertilizer_required
4156,113,69,88,27,,10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:50:24.499352,2016-05-02 06:54:39.573486,1383,58,0,3,54
4155,168,122,150,47,,10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:50:24.481356,2016-05-02 06:54:39.592690,1383,102,0,7,92
4154,167,174,375,100,,10 kg/ acre at land preparation,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:50:24.461306,2016-05-02 06:54:39.611802,1383,123,0,0,231
4153,60,61,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:49:06.435554,2016-05-02 06:54:39.638258,1382,49,0,0,54
4152,69,104,150,40,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:49:06.419728,2016-05-02 06:54:39.656441,1382,84,0,0,92
4151,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:49:06.405181,2016-05-02 06:54:39.674806,1382,35,0,0,39
4150,172,87,125,33,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:49:06.391213,2016-05-02 06:54:39.692942,1382,70,0,0,77
4149,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:49:06.375965,2016-05-02 06:54:39.712178,1382,123,0,0,231
4148,114,113,163,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:48:42.552224,2016-05-02 06:54:39.739436,1381,93,13,0,92
4147,200,26,150,27,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:48:42.537262,2016-05-02 06:54:39.757760,1381,13,49,0,62
4146,60,61,75,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:48:02.325193,2016-05-02 06:54:39.786073,1380,52,12,0,39
4145,61,43,63,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:48:02.307185,2016-05-02 06:54:39.806096,1380,35,0,0,39
4144,168,122,150,33,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:48:02.287241,2016-05-02 06:54:39.826432,1380,105,25,0,77
4143,114,122,163,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:48:02.262201,2016-05-02 06:54:39.844867,1380,102,13,0,92
4142,60,52,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:48:01.661431,2016-05-02 06:54:39.870951,1379,40,0,0,54
4141,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:48:01.645414,2016-05-02 06:54:39.888548,1379,35,0,0,39
4140,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:48:01.628418,2016-05-02 06:54:39.906318,1379,123,0,0,231
4139,114,113,163,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:47:05.278335,2016-05-02 06:54:39.933646,1378,93,13,0,92
4138,60,61,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:46:45.398844,2016-05-02 06:54:39.960695,1377,49,0,0,54
4137,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:46:45.372788,2016-05-02 06:54:39.978988,1377,35,0,0,39
4136,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:46:45.346520,2016-05-02 06:54:39.997542,1377,123,0,0,231
4135,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:46:37.050579,2016-05-02 06:54:40.024418,1376,51,0,3,46
4134,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:46:37.034486,2016-05-02 06:54:40.043236,1376,35,0,0,39
4133,113,69,88,27,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:46:37.019222,2016-05-02 06:54:40.062439,1376,58,0,3,54
4132,168,122,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:46:37.002721,2016-05-02 06:54:40.080673,1376,102,0,7,92
4131,170,174,250,67,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:46:36.983234,2016-05-02 06:54:40.102432,1376,140,0,0,154
4130,114,113,150,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:45:14.450420,2016-05-02 06:54:40.135250,1375,93,0,0,92
4129,60,52,63,23,8 kg/ acre at land preparation,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:44:16.524571,2016-05-02 06:54:40.160707,1374,44,0,6,39
4128,61,43,63,17,4 kg/acre at land preparation,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:44:16.508273,2016-05-02 06:54:40.178843,1374,35,0,0,39
4127,168,104,125,47,8 kg/ acre at land preparation,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:44:16.490622,2016-05-02 06:54:40.197247,1374,87,0,13,77
4125,114,113,150,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:44:02.506146,2016-05-02 06:54:40.250121,1373,93,0,0,92
4124,200,26,100,27,,,Folier spray 0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:44:02.487576,2016-05-02 06:54:40.269332,1373,13,0,0,62
4118,60,52,88,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:42:30.374977,2016-05-02 06:54:40.400597,1371,40,0,0,54
4117,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:42:30.357506,2016-05-02 06:54:40.419443,1371,35,0,0,39
4116,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:42:30.339351,2016-05-02 06:54:40.452444,1371,123,0,0,231
4115,115,43,63,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:41:39.563816,2016-05-02 06:54:40.478055,1370,35,0,0,39
4114,168,122,175,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:41:39.548268,2016-05-02 06:54:40.495929,1370,98,0,0,108
4113,169,104,150,40,,,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:41:39.538851,2016-05-02 06:54:40.513771,1370,84,0,0,92
14743,115,43,63,17,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:26:18.869156,2016-05-06 10:26:18.869156,5695,35,0,0,39
4418,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:55:05.356767,2016-05-02 06:54:34.636132,1487,35,0,0,39
4417,120,104,150,40,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:55:05.348571,2016-05-02 06:54:34.652042,1487,84,0,0,92
4416,168,122,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:55:05.340354,2016-05-02 06:54:34.667573,1487,102,0,7,92
4415,114,122,163,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:55:05.331270,2016-05-02 06:54:34.684545,1487,100,0,3,100
4414,114,113,175,43,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:54:47.017061,2016-05-02 06:54:34.706230,1486,91,13,0,100
4413,62,130,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:53:41.300913,2016-05-02 06:54:34.727227,1485,110,0,7,92
4412,115,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:53:41.286579,2016-05-02 06:54:34.742611,1485,35,0,0,39
4411,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:53:41.271836,2016-05-02 06:54:34.757668,1485,123,0,0,231
4410,114,122,150,43,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:53:41.256354,2016-05-02 06:54:34.772917,1485,102,0,3,92
4378,60,52,88,20,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:36:22.513965,2016-05-02 06:54:35.305630,1475,42,13,0,46
4377,114,113,175,43,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:36:22.496744,2016-05-02 06:54:35.314587,1475,91,13,0,100
4359,170,174,250,67,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:06:25.325515,2016-05-02 06:54:35.848476,1464,140,0,0,154
4353,62,130,150,50,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-18 07:59:31.121281,2016-05-02 06:54:35.924487,1460,110,0,10,92
4352,168,122,125,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-18 07:59:31.111910,2016-05-02 06:54:35.934029,1460,105,0,13,77
4351,114,122,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-18 07:59:31.103512,2016-05-02 06:54:35.943612,1460,102,0,7,92
4344,114,113,150,47,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,800 Kg/Acre,,2016-04-18 07:56:24.788725,2016-05-02 06:54:36.027566,1456,93,0,7,92
4316,200,26,100,27,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 07:32:31.338386,2016-05-02 06:54:36.619893,1444,13,0,0,62
4292,114,113,150,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 07:21:57.423119,2016-05-02 06:54:36.997749,1432,93,0,0,92
4281,114,113,163,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:47.574592,2016-05-02 06:54:37.245584,1427,93,13,0,92
4280,200,26,150,27,,,Folier spray 0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:47.559478,2016-05-02 06:54:37.263590,1427,13,49,0,62
4279,114,113,163,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 07:18:23.518908,2016-05-02 06:54:37.297600,1426,93,13,0,92
4269,60,52,63,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:14:05.102425,2016-05-02 06:54:37.515649,1422,44,0,6,39
4268,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:14:05.085599,2016-05-02 06:54:37.538364,1422,35,0,0,39
4267,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:14:05.069129,2016-05-02 06:54:37.562434,1422,123,0,0,231
4207,60,52,75,23,,10 kg/ acre at land preparation,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:35.209413,2016-05-02 06:54:38.444469,1399,42,0,3,46
4206,115,43,63,17,,10 kg/ acre at land preparation,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:35.182268,2016-05-02 06:54:38.454011,1399,35,0,0,39
4205,167,174,375,100,,10 kg/ acre at land preparation,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:35.167558,2016-05-02 06:54:38.468495,1399,123,0,0,231
4204,170,174,250,67,,10 kg/ acre at land preparation,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:35.151492,2016-05-02 06:54:38.485893,1399,140,0,0,154
4187,114,113,163,47,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:55:42.780207,2016-05-02 06:54:38.841097,1393,91,0,3,100
4186,200,26,150,53,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:55:42.771117,2016-05-02 06:54:38.936424,1393,6,0,13,92
4179,216,69,250,67,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:54:16.843383,2016-05-02 06:54:39.094128,1390,36,0,0,154
4178,114,113,175,43,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:54:16.834762,2016-05-02 06:54:39.112336,1390,91,13,0,100
4164,60,52,63,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:51:56.113991,2016-05-02 06:54:39.408085,1385,44,0,6,39
4163,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:51:56.086050,2016-05-02 06:54:39.425835,1385,35,0,0,39
4162,173,130,250,67,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 06:51:56.055995,2016-05-02 06:54:39.444329,1385,97,0,0,154
4161,60,61,75,20,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:51:50.073637,2016-05-02 06:54:39.471310,1384,51,0,0,46
4160,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:51:50.058078,2016-05-02 06:54:39.489311,1384,35,0,0,39
4159,167,174,375,100,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 06:51:50.042035,2016-05-02 06:54:39.507937,1384,123,0,0,231
14744,60,52,88,23,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,,,FYM 2 Ton/Acre,Azophos 6 Kg/Acre,400 Kg/Acre,,2016-05-06 10:26:18.884103,2016-05-06 10:26:18.884103,5695,40,0,0,54
4514,167,174,375,100,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-18 09:42:42.478246,2016-05-02 06:54:32.598199,1518,123,0,0,231
4513,114,122,150,47,8 kg/ acre at land preparation,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,400 Kg/Acre,,2016-04-18 09:42:42.463162,2016-05-02 06:54:32.615910,1518,102,0,7,92
4442,114,104,150,43,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:07:06.844392,2016-05-02 06:54:34.134571,1497,84,0,3,92
4441,60,61,88,23,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:06:25.027685,2016-05-02 06:54:34.164715,1496,49,0,0,54
4440,61,43,63,17,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:06:25.011612,2016-05-02 06:54:34.183981,1496,35,0,0,39
4439,113,69,100,27,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:06:24.995952,2016-05-02 06:54:34.201868,1496,56,0,0,62
4438,168,122,175,47,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:06:24.980497,2016-05-02 06:54:34.220103,1496,98,0,0,108
4437,169,104,150,40,,,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:06:24.965026,2016-05-02 06:54:34.239778,1496,84,0,0,92
4435,60,61,75,23,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:01:40.699166,2016-05-02 06:54:34.301635,1491,51,0,3,46
4434,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:01:40.684252,2016-05-02 06:54:34.319787,1491,35,0,0,39
4433,113,69,88,27,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:01:40.669432,2016-05-02 06:54:34.337917,1491,58,0,3,54
4432,168,122,150,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:01:40.654558,2016-05-02 06:54:34.355773,1491,102,0,7,92
4431,114,122,163,47,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 09:01:40.638812,2016-05-02 06:54:34.388482,1491,100,0,3,100
4364,60,52,75,17,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:21:57.744933,2016-05-02 06:54:35.787161,1467,44,12,0,39
4363,114,113,163,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:21:57.736877,2016-05-02 06:54:35.797040,1467,93,13,0,92
4361,60,52,75,20,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:17:04.800314,2016-05-02 06:54:35.825451,1465,42,0,0,46
4360,114,113,163,43,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 08:17:04.781388,2016-05-02 06:54:35.835240,1465,91,0,0,100
4303,114,113,163,40,,,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 07:24:29.408702,2016-05-02 06:54:36.850070,1437,93,13,0,92
4296,114,113,163,40,,,,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 07:23:17.802036,2016-05-02 06:54:36.929120,1434,93,13,0,92
4291,60,61,63,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 07:21:48.420876,2016-05-02 06:54:37.025083,1431,52,0,6,39
4290,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 07:21:48.412055,2016-05-02 06:54:37.045217,1431,35,0,0,39
4289,172,87,125,33,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,200 Kg/Acre,2016-04-18 07:21:48.402939,2016-05-02 06:54:37.066032,1431,70,0,0,77
4285,60,52,63,23,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:50.366662,2016-05-02 06:54:37.165397,1428,44,0,6,39
4284,115,43,63,17,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:50.355872,2016-05-02 06:54:37.183985,1428,35,0,0,39
4283,172,87,125,33,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:50.346408,2016-05-02 06:54:37.202139,1428,70,0,0,77
4282,167,174,375,100,,,,,Spray of 0.5% manganese sulphate solution,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,,,2016-04-18 07:19:50.338087,2016-05-02 06:54:37.220818,1428,123,0,0,231
4201,60,52,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:25.413305,2016-05-02 06:54:38.555920,1397,44,0,0,39
4200,61,43,63,17,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:25.405583,2016-05-02 06:54:38.574083,1397,35,0,0,39
4199,113,61,75,20,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:25.398058,2016-05-02 06:54:38.593191,1397,51,0,0,46
4198,168,104,125,33,,10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:25.390070,2016-05-02 06:54:38.611611,1397,87,0,0,77
4197,169,104,150,40,,10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @250 l/ ha at 3rd week and 500 l /ha at 6th week of sowing ,,,,FYM 2 Ton/Acre,Azotobactor & PSB @ 3Kg/acre each,600 Kg/Acre,,2016-04-18 06:57:25.378874,2016-05-02 06:54:38.629011,1397,84,0,0,92
