id,ph,ec,organic_carbon,nitrogen,phosphorus,potassium,sulpher,zinc,boron,iron,manganese,copper,test_id,created_at,updated_at,ph_rating,ec_rating,oc_rating,n_rating,p_rating,k_rating,s_rating,zn_rating,b_rating,fe_rating,mn_rating,cu_rating,mixed_fertilizer_rate_id,zn_rw_rating,user_id,shc_lang_version,distributed,soil_health_cards_count
46588,7.63,0.37,0.69,409.0,63.0,125.0,10.42,0.38,0.15,12.06,2.54,0.62,63773,2016-07-15 12:15:11.806800,2016-07-15 12:15:11.806800,4,5,8,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,6
47430,6.2,0.38,0.32,227.0,67.39,371.0,10.38,0.63,0.36,38.87,23.48,0.58,64951,2016-07-15 18:29:59.999999,2016-07-15 15:34:52.839824,2,5,9,9,8,7,8,10,10,10,10,10,1,11,,bn,1.0,5
47431,6.0,0.12,0.35,248.0,48.6,443.0,11.44,0.72,0.34,39.1,16.41,1.17,64952,2016-07-15 18:29:59.999999,2016-07-15 15:34:53.223123,2,5,9,9,8,7,8,10,11,10,10,10,1,11,,bn,1.0,5
47432,6.3,0.18,0.44,308.0,61.88,486.0,12.28,0.84,0.33,37.97,5.28,0.89,64953,2016-07-15 18:29:59.999999,2016-07-15 15:34:53.569156,2,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,5
47433,6.4,0.15,0.38,265.0,63.7,419.0,10.63,0.92,0.34,40.13,20.31,0.98,64954,2016-07-15 18:29:59.999999,2016-07-15 15:34:53.935640,2,5,9,9,8,7,8,10,11,10,10,10,1,10,,bn,1.0,4
47434,6.5,0.18,0.35,248.0,40.04,384.0,12.18,0.81,0.32,38.29,16.34,0.57,64955,2016-07-15 18:29:59.999999,2016-07-15 15:34:54.497151,2,5,9,9,9,7,8,10,11,10,10,10,1,11,,bn,1.0,5
47435,5.9,0.05,0.27,192.0,43.68,504.0,12.38,0.62,0.35,33.65,15.28,1.17,64956,2016-07-15 18:29:59.999999,2016-07-15 15:34:54.787624,2,5,9,9,9,7,8,10,11,10,10,10,1,11,,bn,1.0,5
47436,6.2,0.08,0.33,235.0,67.39,451.0,12.19,0.45,0.34,36.72,6.31,1.22,64957,2016-07-15 18:29:59.999999,2016-07-15 15:34:55.211778,2,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,5
47437,6.6,0.1,0.44,306.0,60.06,478.0,10.38,0.68,0.31,4.14,11.29,0.83,64958,2016-07-15 18:29:59.999999,2016-07-15 15:34:55.498942,3,5,9,8,8,7,8,10,11,11,10,10,1,11,,bn,1.0,5
47438,6.5,0.02,0.59,412.0,56.42,438.0,8.08,0.71,0.27,39.11,20.38,0.72,64959,2016-07-15 18:29:59.999999,2016-07-15 15:34:55.820835,2,5,8,8,8,7,9,10,11,10,10,10,1,11,,bn,1.0,6
47439,5.8,0.04,0.33,235.0,63.7,421.0,12.29,0.59,0.24,38.48,17.86,0.75,64960,2016-07-15 18:29:59.999999,2016-07-15 15:34:56.166424,2,5,9,9,8,7,8,11,11,10,10,10,1,11,,bn,1.0,9
47440,5.7,0.12,0.39,276.0,50.96,373.0,9.37,1.02,0.26,41.22,5.21,1.17,64961,2016-07-15 18:29:59.999999,2016-07-15 15:34:56.756670,2,5,9,9,8,7,9,10,11,10,10,10,1,10,,bn,1.0,9
47441,5.2,0.2,0.27,192.0,47.32,329.0,10.41,0.75,0.32,39.22,11.39,1.09,64962,2016-07-15 18:29:59.999999,2016-07-15 15:34:57.155172,1,5,9,9,8,8,8,10,11,10,10,10,1,11,,bn,1.0,4
47442,5.5,0.34,0.35,248.0,40.04,358.0,12.72,0.89,0.3,44.21,22.58,1.99,64963,2016-07-15 18:29:59.999999,2016-07-15 15:34:57.477882,1,5,9,9,9,7,8,10,11,10,10,10,1,10,,bn,1.0,5
47443,5.9,0.4,0.21,152.0,63.7,388.0,10.65,0.95,0.3,28.15,16.36,0.8,64964,2016-07-15 18:29:59.999999,2016-07-15 15:34:57.934296,2,5,9,9,8,7,8,10,11,10,10,10,1,10,,bn,1.0,12
47444,5.7,0.5,0.62,438.0,54.6,410.0,8.28,0.67,0.26,46.11,7.89,1.01,64965,2016-07-15 18:29:59.999999,2016-07-15 15:34:58.427827,2,5,8,8,8,7,9,10,11,10,10,10,1,11,,bn,1.0,14
47445,6.4,0.05,0.33,235.0,70.98,300.0,13.41,0.58,0.36,31.27,20.49,1.05,64966,2016-07-15 18:29:59.999999,2016-07-15 15:34:58.974809,2,5,9,9,8,8,8,11,10,10,10,10,1,11,,bn,1.0,8
47446,6.3,0.4,0.41,286.0,50.96,355.0,10.26,0.67,0.25,34.4,12.44,0.7,64967,2016-07-15 18:29:59.999999,2016-07-15 15:34:59.503120,2,5,9,8,8,7,8,10,11,10,10,10,1,11,,bn,1.0,13
47447,6.0,0.2,0.27,192.0,47.32,254.0,11.29,0.91,0.27,35.04,5.98,0.52,64968,2016-07-15 18:29:59.999999,2016-07-15 15:35:00.007832,2,5,9,9,8,8,8,10,11,10,10,10,1,10,,bn,1.0,10
47448,6.7,0.3,0.44,308.0,45.5,182.0,12.32,0.54,0.35,43.9,22.36,1.0,64969,2016-07-15 18:29:59.999999,2016-07-15 15:35:00.850997,3,5,9,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,15
47449,6.3,0.03,0.27,192.0,40.04,80.0,10.42,0.65,0.31,44.61,11.96,1.02,64970,2016-07-15 18:29:59.999999,2016-07-15 15:35:01.418567,2,5,9,9,9,9,8,10,11,10,10,10,1,11,,bn,1.0,13
47450,6.1,0.02,0.59,412.0,36.4,223.0,12.21,0.45,0.32,39.7,16.38,0.6,64971,2016-07-15 18:29:59.999999,2016-07-15 15:35:02.045292,2,5,8,8,9,8,8,11,11,10,10,10,1,11,,bn,1.0,12
47451,6.5,0.01,0.39,276.0,56.42,272.0,8.45,1.01,0.29,41.08,18.48,0.4,64972,2016-07-15 18:29:59.999999,2016-07-15 15:35:02.490470,2,5,9,9,8,8,9,10,11,10,10,10,1,10,,bn,1.0,10
46356,5.3,0.26,0.5,280.0,64.0,227.6,17.0,0.73,0.4,3.4,1.06,0.29,63744,2016-07-15 18:29:59.999999,2016-07-15 07:58:30.720942,1,5,8,8,8,8,7,10,10,11,10,10,1,11,,bn,1.0,4
46357,5.5,0.32,0.58,326.0,68.0,235.2,15.0,0.76,0.6,3.6,0.91,0.33,63745,2016-07-15 18:29:59.999999,2016-07-15 07:58:30.988456,1,5,8,8,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46358,4.8,0.4,0.66,370.0,95.0,287.0,14.0,0.87,0.8,3.9,0.96,0.27,63746,2016-07-15 18:29:59.999999,2016-07-15 07:58:31.563431,1,5,8,8,7,8,8,10,10,11,11,10,1,10,,bn,1.0,4
46359,5.0,0.06,0.79,474.0,63.0,294.2,13.0,0.79,0.7,3.7,0.97,0.28,63747,2016-07-15 18:29:59.999999,2016-07-15 07:58:31.849113,1,5,7,7,8,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46360,5.6,0.16,0.6,336.0,59.0,302.0,14.0,0.68,0.4,3.6,0.92,0.31,63748,2016-07-15 18:29:59.999999,2016-07-15 07:58:32.147269,2,5,8,8,8,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46361,5.8,0.23,0.5,280.0,53.0,287.0,11.0,0.74,0.2,3.2,0.95,0.36,63749,2016-07-15 18:29:59.999999,2016-07-15 07:58:32.419992,2,5,8,8,8,8,8,10,11,11,11,10,1,11,,bn,1.0,4
46362,5.4,0.33,0.58,325.0,70.0,203.2,9.0,0.79,0.5,3.9,0.98,0.25,63750,2016-07-15 18:29:59.999999,2016-07-15 07:58:32.823708,1,5,8,8,8,8,9,10,10,11,11,10,1,11,,bn,1.0,4
46363,5.7,0.2,0.61,342.0,63.0,185.2,16.0,0.82,0.7,3.7,0.89,0.4,63751,2016-07-15 18:29:59.999999,2016-07-15 07:58:33.237566,2,5,8,8,8,9,7,10,10,11,11,10,1,11,,bn,1.0,4
46364,5.0,0.31,0.55,308.0,59.0,154.1,13.0,0.85,0.3,4.1,1.12,0.43,63752,2016-07-15 18:29:59.999999,2016-07-15 07:58:33.621606,1,5,8,8,8,9,8,10,11,11,10,10,1,11,,bn,1.0,4
46365,4.8,0.6,0.52,291.0,54.0,162.3,15.0,0.81,0.6,3.4,1.06,0.28,63753,2016-07-15 18:29:59.999999,2016-07-15 07:58:33.892658,1,5,8,8,8,9,7,10,10,11,10,10,1,11,,bn,1.0,4
46366,5.3,0.55,0.45,252.0,41.0,176.8,12.0,0.72,0.8,3.8,1.02,0.34,63754,2016-07-15 18:29:59.999999,2016-07-15 07:58:34.164479,1,5,9,9,9,9,8,10,10,11,10,10,1,11,,bn,1.0,4
46367,5.6,0.42,0.69,386.0,54.0,203.2,17.0,0.68,0.9,4.1,0.91,0.46,63755,2016-07-15 18:29:59.999999,2016-07-15 07:58:34.483380,2,5,8,8,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46368,5.8,0.33,0.65,364.0,68.0,215.6,13.0,0.64,0.6,3.5,1.03,0.25,63756,2016-07-15 18:29:59.999999,2016-07-15 07:58:34.774127,2,5,8,8,8,8,8,10,10,11,10,10,1,11,,bn,1.0,4
46369,4.9,0.06,0.72,403.0,41.0,224.0,10.0,0.74,0.4,3.2,0.93,0.41,63757,2016-07-15 18:29:59.999999,2016-07-15 07:58:35.026009,1,5,8,8,9,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46370,5.2,0.12,0.69,386.0,64.0,186.2,12.0,0.76,0.2,3.0,0.96,0.46,63758,2016-07-15 18:29:59.999999,2016-07-15 07:58:35.277022,1,5,8,8,8,9,8,10,11,11,11,10,1,11,,bn,1.0,4
46371,5.4,0.03,0.61,341.0,54.0,192.3,9.0,0.62,0.5,2.7,0.98,0.51,63759,2016-07-15 18:29:59.999999,2016-07-15 07:58:35.577712,1,5,8,8,8,9,9,10,10,11,11,10,1,11,,bn,1.0,4
46372,5.7,0.09,0.63,352.0,54.0,254.2,13.0,0.83,0.7,3.4,0.91,0.54,63760,2016-07-15 18:29:59.999999,2016-07-15 07:58:35.838779,2,5,8,8,8,8,8,10,10,11,11,10,1,11,,bn,1.0,4
46373,5.3,0.16,0.66,369.0,65.0,266.1,17.0,0.7,0.9,3.8,0.95,0.62,63761,2016-07-15 18:29:59.999999,2016-07-15 07:58:36.132559,1,5,8,8,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46374,5.5,0.21,0.53,296.0,70.0,274.8,14.0,0.66,0.3,4.0,1.12,0.64,63762,2016-07-15 18:29:59.999999,2016-07-15 07:58:36.411157,1,5,8,8,8,8,8,10,11,11,10,10,1,11,,bn,1.0,4
46375,5.6,0.34,0.57,319.0,68.0,288.0,12.0,0.81,0.5,3.2,1.16,0.42,63763,2016-07-15 18:29:59.999999,2016-07-15 07:58:36.711468,2,5,8,8,8,8,8,10,10,11,10,10,1,11,,bn,1.0,4
46376,4.8,0.4,0.44,246.0,70.0,290.0,19.0,0.68,0.8,2.8,0.88,0.47,63764,2016-07-15 18:29:59.999999,2016-07-15 07:58:37.054452,1,5,9,9,8,8,7,10,10,11,11,10,1,11,,bn,1.0,4
46377,5.0,0.52,0.63,352.0,67.0,300.0,17.0,0.73,0.3,4.2,0.91,0.52,63765,2016-07-15 18:29:59.999999,2016-07-15 07:58:37.393276,1,5,8,8,8,8,7,10,11,11,11,10,1,11,,bn,1.0,4
46378,4.9,0.06,0.61,341.0,48.0,133.6,13.0,0.76,0.7,3.6,0.94,0.54,63766,2016-07-15 18:29:59.999999,2016-07-15 07:58:37.700006,1,5,8,8,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46379,5.8,0.17,0.63,352.0,54.0,144.1,11.0,0.8,0.5,3.3,0.9,0.57,63767,2016-07-15 18:29:59.999999,2016-07-15 07:58:37.978892,2,5,8,8,8,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46380,5.9,0.2,0.7,392.0,70.0,162.1,9.0,0.84,0.8,3.0,0.96,0.6,63768,2016-07-15 18:29:59.999999,2016-07-15 07:58:38.295688,2,5,8,8,8,9,9,10,10,11,11,10,1,11,,bn,1.0,4
46381,5.4,0.18,0.65,364.0,41.0,187.0,13.0,0.79,0.4,2.8,0.92,0.42,63769,2016-07-15 18:29:59.999999,2016-07-15 07:58:38.588108,1,5,8,8,9,9,8,10,10,11,11,10,1,11,,bn,1.0,4
46504,6.5,1.36,0.54,304.0,71.0,90.0,16.0,0.36,0.73,30.3,10.78,0.96,35119,2016-07-15 09:36:30.907628,2016-07-15 09:36:30.907628,2,6,8,8,8,9,7,11,10,10,10,10,1,11,,bn,1.0,4
46512,7.54,0.21,0.54,307.0,47.0,124.0,15.21,0.25,0.17,8.24,1.32,0.35,63999,2016-07-15 09:53:58.072731,2016-07-15 09:53:58.072731,4,5,8,8,8,9,7,11,11,10,10,10,1,11,,bn,1.0,5
46516,7.64,0.25,0.71,423.0,65.0,148.0,14.51,0.35,0.24,10.48,2.95,0.27,63994,2016-07-15 09:55:46.694546,2016-07-15 09:55:46.694546,4,5,8,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,6
46522,6.5,0.37,0.36,201.0,109.0,104.0,11.0,1.1,0.18,22.0,7.84,1.54,35134,2016-07-15 09:59:12.725852,2016-07-15 09:59:12.725852,2,5,9,9,7,9,8,10,11,10,10,10,1,10,,bn,1.0,9
46524,6.7,0.38,0.44,243.0,124.0,96.0,14.0,1.02,0.28,32.0,8.32,2.02,35135,2016-07-15 10:00:20.963650,2016-07-15 10:00:20.963650,3,5,9,9,7,9,8,10,11,10,10,10,1,10,,bn,1.0,8
46530,7.54,0.16,0.52,294.0,86.0,159.0,13.29,0.41,0.19,12.24,1.08,0.53,63995,2016-07-15 10:07:23.737799,2016-07-15 10:07:23.737799,4,5,8,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,6
46538,8.01,0.19,0.58,334.0,57.0,98.0,13.26,0.23,0.16,12.12,3.11,0.71,63813,2016-07-15 10:21:19.166706,2016-07-15 10:21:19.166706,4,5,8,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,5
46548,7.45,0.34,0.56,321.0,46.0,89.0,14.26,0.32,0.27,12.65,1.89,0.56,63794,2016-07-15 10:41:51.254217,2016-07-15 10:41:51.254217,3,5,8,8,8,9,8,11,11,10,10,10,1,11,,bn,1.0,5
46733,5.2,0.09,1.06,489.9,27.0,157.0,29.3,0.53,0.29,30.4,,,64254,2016-07-15 18:29:59.999999,2016-07-15 14:43:25.028442,1,5,7,7,9,9,7,11,11,10,0,0,1,11,,bn,1.0,5
46734,5.1,0.1,0.75,365.5,28.0,180.0,55.9,0.17,0.31,33.9,,,64255,2016-07-15 18:29:59.999999,2016-07-15 14:43:25.324112,1,5,7,8,9,9,7,11,11,10,0,0,1,11,,bn,1.0,4
46735,5.1,0.02,0.69,313.3,26.0,537.0,34.7,1.21,0.29,38.2,,,64256,2016-07-15 18:29:59.999999,2016-07-15 14:43:25.619662,1,5,8,8,9,7,7,10,11,10,0,0,1,10,,bn,1.0,7
46736,5.0,0.04,1.1,493.4,23.0,448.0,15.8,0.71,0.39,40.2,,,64257,2016-07-15 18:29:59.999999,2016-07-15 14:43:25.907074,1,5,7,7,9,7,7,10,10,10,0,0,1,11,,bn,1.0,4
46414,6.2,0.2,0.72,432.0,56.0,142.6,19.0,0.85,0.41,3.66,1.31,0.71,63847,2016-07-15 18:29:59.999999,2016-07-15 08:03:27.192739,2,5,8,8,8,9,7,10,10,11,10,10,1,11,,bn,1.0,2
46415,6.4,0.4,0.68,382.0,38.0,133.9,11.0,0.87,0.43,4.86,1.21,0.33,63848,2016-07-15 18:29:59.999999,2016-07-15 08:03:27.439974,2,5,8,8,9,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46416,5.4,0.08,0.9,540.0,59.0,142.6,16.0,0.8,0.39,4.82,1.28,0.35,63849,2016-07-15 18:29:59.999999,2016-07-15 08:03:27.684711,1,5,7,7,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46417,6.3,0.18,0.65,364.0,45.0,155.0,13.0,0.71,0.45,4.52,1.17,0.59,63850,2016-07-15 18:29:59.999999,2016-07-15 08:03:27.915207,2,5,8,8,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46418,6.7,0.28,0.43,242.0,49.0,166.1,7.0,0.83,0.47,4.66,1.29,0.48,63851,2016-07-15 18:29:59.999999,2016-07-15 08:03:28.139053,3,5,9,9,8,9,9,10,10,10,10,10,1,11,,bn,1.0,2
46419,5.3,0.16,0.49,274.0,62.0,176.8,9.0,0.88,0.39,5.81,1.15,0.45,63852,2016-07-15 18:29:59.999999,2016-07-15 08:03:28.358350,1,5,9,9,8,9,9,10,10,10,10,10,1,10,,bn,1.0,2
46420,6.0,0.16,0.62,346.0,55.0,102.1,18.0,0.79,0.41,4.72,1.11,0.51,63853,2016-07-15 18:29:59.999999,2016-07-15 08:03:28.578915,2,5,8,8,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46421,5.7,0.24,0.72,432.0,73.0,132.7,15.0,0.75,0.49,4.86,1.01,0.63,63854,2016-07-15 18:29:59.999999,2016-07-15 08:03:28.797608,2,5,8,8,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46422,5.5,0.3,0.68,382.0,67.0,252.1,17.0,0.73,0.45,4.74,1.09,0.45,63855,2016-07-15 18:29:59.999999,2016-07-15 08:03:29.067878,1,5,8,8,8,8,7,10,10,10,10,10,1,11,,bn,1.0,2
46423,5.8,0.42,0.48,270.0,71.0,266.1,11.0,0.82,0.42,4.91,1.35,0.48,63856,2016-07-15 18:29:59.999999,2016-07-15 08:03:29.374010,2,5,9,9,8,8,8,10,10,10,10,10,1,11,,bn,1.0,2
46424,6.2,0.35,0.58,326.0,53.0,273.9,16.0,0.87,0.38,5.01,1.25,0.42,63857,2016-07-15 18:29:59.999999,2016-07-15 08:03:29.615364,2,5,8,8,8,8,7,10,10,10,10,10,1,10,,bn,1.0,2
46425,5.3,0.16,0.43,242.0,49.0,283.0,12.0,0.71,0.37,4.95,1.33,0.54,63858,2016-07-15 18:29:59.999999,2016-07-15 08:03:29.910176,1,5,9,9,8,8,8,10,10,10,10,10,1,11,,bn,1.0,3
46426,6.4,0.18,0.48,270.0,55.0,290.0,15.0,0.89,0.49,4.76,1.29,0.59,63859,2016-07-15 18:29:59.999999,2016-07-15 08:03:30.180243,2,5,9,9,8,8,7,10,10,10,10,10,1,10,,bn,1.0,2
46427,6.3,0.3,0.46,258.0,67.0,300.0,13.0,0.85,0.38,4.35,1.25,0.43,63860,2016-07-15 18:29:59.999999,2016-07-15 08:03:30.459334,2,5,9,9,8,8,8,10,10,11,10,10,1,11,,bn,1.0,2
46428,5.7,0.07,0.43,242.0,56.0,200.0,17.0,0.87,0.42,5.95,1.39,0.62,63861,2016-07-15 18:29:59.999999,2016-07-15 08:03:30.844825,2,5,9,9,8,8,7,10,10,10,10,10,1,10,,bn,1.0,2
46429,5.6,0.09,0.48,270.0,59.0,174.8,14.0,0.86,0.49,5.45,1.31,0.71,63862,2016-07-15 18:29:59.999999,2016-07-15 08:03:31.171316,2,5,9,9,8,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46430,6.0,0.3,0.58,326.0,55.0,182.6,13.0,0.72,0.41,5.31,1.41,0.37,63863,2016-07-15 18:29:59.999999,2016-07-15 08:03:31.410517,2,5,8,8,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46431,6.3,0.41,0.62,346.0,56.0,194.1,12.0,0.77,0.38,5.09,1.45,0.52,63864,2016-07-15 18:29:59.999999,2016-07-15 08:03:31.669801,2,5,8,8,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46432,5.8,0.03,0.43,242.0,38.0,182.0,19.0,0.75,0.43,4.79,1.6,0.48,63865,2016-07-15 18:29:59.999999,2016-07-15 08:03:31.948317,2,5,9,9,9,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46433,5.2,0.4,0.86,516.0,59.0,201.2,17.0,0.79,0.38,5.23,1.01,0.43,63866,2016-07-15 18:29:59.999999,2016-07-15 08:03:32.209781,1,5,7,7,8,8,7,10,10,10,10,10,1,11,,bn,1.0,2
46434,4.8,0.23,0.46,258.0,49.0,244.8,19.0,0.85,0.65,4.95,1.41,0.39,63867,2016-07-15 18:29:59.999999,2016-07-15 08:03:32.496734,1,5,9,9,8,8,7,10,10,10,10,10,1,11,,bn,1.0,2
46435,5.1,0.56,0.68,382.0,55.0,266.1,8.0,0.89,0.56,5.65,1.4,0.62,63868,2016-07-15 18:29:59.999999,2016-07-15 08:03:32.794301,1,5,8,8,8,8,9,10,10,10,10,10,1,10,,bn,1.0,2
46436,5.5,0.64,0.49,274.0,67.0,302.1,10.0,0.91,0.31,5.71,1.35,0.51,63869,2016-07-15 18:29:59.999999,2016-07-15 08:03:33.037621,1,5,9,9,8,8,8,10,11,10,10,10,1,10,,bn,1.0,2
46437,5.7,0.73,0.58,326.0,71.0,186.0,18.0,0.9,0.67,4.95,1.2,0.31,63870,2016-07-15 18:29:59.999999,2016-07-15 08:03:33.413838,2,5,8,8,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46438,6.1,0.2,0.77,462.0,53.0,192.0,12.0,0.87,0.64,5.63,1.37,0.49,63871,2016-07-15 18:29:59.999999,2016-07-15 08:03:33.773487,2,5,7,7,8,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46439,6.6,0.31,0.84,504.0,55.0,123.0,13.0,0.72,0.52,4.78,1.23,0.36,63872,2016-07-15 18:29:59.999999,2016-07-15 08:03:34.184166,3,5,7,7,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46440,5.3,0.4,0.48,270.0,56.0,133.6,15.0,0.81,0.46,5.89,1.21,0.32,63873,2016-07-15 18:29:59.999999,2016-07-15 08:03:34.421167,1,5,9,9,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46441,5.6,0.36,0.46,258.0,49.0,143.0,17.0,0.89,0.37,5.42,1.17,0.51,63874,2016-07-15 18:29:59.999999,2016-07-15 08:03:34.667508,2,5,9,9,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46442,5.8,0.56,0.65,364.0,56.0,155.6,11.0,0.85,0.4,5.68,1.1,0.75,63875,2016-07-15 18:29:59.999999,2016-07-15 08:03:34.883322,2,5,8,8,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46443,5.6,0.3,0.84,504.0,59.0,163.0,19.0,0.93,0.41,4.75,1.56,0.52,63876,2016-07-15 18:29:59.999999,2016-07-15 08:03:35.131055,2,5,7,7,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46444,5.6,0.2,0.42,236.0,71.0,103.1,7.0,0.83,0.35,5.79,2.1,0.3,63877,2016-07-15 18:29:59.999999,2016-07-15 08:03:35.415731,2,5,9,9,8,9,9,10,11,10,10,10,1,11,,bn,1.0,2
46445,5.8,0.31,0.75,450.0,76.0,162.1,9.0,0.89,0.38,5.88,1.61,0.55,63878,2016-07-15 18:29:59.999999,2016-07-15 08:03:35.691351,2,5,7,7,8,9,9,10,10,10,10,10,1,10,,bn,1.0,2
46446,5.9,0.4,0.45,252.0,67.0,173.0,15.0,0.87,0.45,5.81,1.5,0.52,63879,2016-07-15 18:29:59.999999,2016-07-15 08:03:35.932657,2,5,9,9,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46447,5.6,0.5,0.7,392.0,54.0,182.0,17.0,0.81,0.49,4.75,1.2,0.31,63880,2016-07-15 18:29:59.999999,2016-07-15 08:03:36.181524,2,5,8,8,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46448,4.8,0.03,0.57,320.0,46.0,153.0,16.0,0.89,0.53,4.69,1.3,0.75,63881,2016-07-15 18:29:59.999999,2016-07-15 08:03:36.414967,1,5,8,8,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46449,5.1,0.06,0.31,174.0,80.0,164.1,12.0,0.88,0.55,4.79,1.41,0.6,63882,2016-07-15 18:29:59.999999,2016-07-15 08:03:36.647041,1,5,9,9,8,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46450,5.3,0.1,0.73,438.0,60.0,193.0,14.0,0.91,0.51,4.95,1.4,0.56,63883,2016-07-15 18:29:59.999999,2016-07-15 08:03:36.923317,1,5,8,8,8,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46451,5.7,0.16,0.5,280.0,65.0,204.0,17.0,0.95,0.45,4.99,1.35,0.48,63884,2016-07-15 18:29:59.999999,2016-07-15 08:03:37.140726,2,5,8,8,8,8,7,10,10,10,10,10,1,10,,bn,1.0,2
46452,5.0,0.4,0.42,236.0,80.0,163.2,13.0,0.93,0.47,5.91,2.11,0.52,63885,2016-07-15 18:29:59.999999,2016-07-15 08:03:37.351577,1,5,9,9,8,9,8,10,10,10,10,10,1,10,,bn,1.0,2
46453,5.8,0.6,0.59,330.0,71.0,134.0,14.0,0.83,0.38,5.95,1.19,0.3,63886,2016-07-15 18:29:59.999999,2016-07-15 08:03:37.586383,2,5,8,8,8,9,8,10,10,10,10,10,1,11,,bn,1.0,2
46454,6.4,0.12,0.68,382.0,72.0,123.9,17.0,0.85,0.53,4.95,1.17,0.47,63887,2016-07-15 18:29:59.999999,2016-07-15 08:03:37.836756,2,5,8,8,8,9,7,10,10,10,10,10,1,11,,bn,1.0,2
46455,5.0,0.39,0.81,486.0,54.0,163.0,19.0,0.87,0.51,5.91,1.16,0.7,63888,2016-07-15 18:29:59.999999,2016-07-15 08:03:38.074826,1,5,7,7,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46456,4.8,0.3,0.68,382.0,65.0,153.9,17.0,0.93,0.65,4.29,2.01,0.48,63889,2016-07-15 18:29:59.999999,2016-07-15 08:03:38.282098,1,5,8,8,8,9,7,10,10,11,10,10,1,10,,bn,1.0,2
46457,5.2,0.41,0.45,252.0,60.0,163.0,15.0,0.86,0.52,5.35,1.19,0.47,63890,2016-07-15 18:29:59.999999,2016-07-15 08:03:38.501625,1,5,9,9,8,9,7,10,10,10,10,10,1,10,,bn,1.0,2
46458,6.2,0.13,0.59,330.0,76.0,304.0,11.0,0.81,0.46,5.25,1.85,0.3,63891,2016-07-15 18:29:59.999999,2016-07-15 08:03:38.717062,2,5,8,8,8,8,8,10,10,10,10,10,1,11,,bn,1.0,2
46459,6.4,0.2,0.9,540.0,60.0,253.9,10.0,0.89,0.42,4.16,1.56,0.39,63892,2016-07-15 18:29:59.999999,2016-07-15 08:03:38.946826,2,5,7,7,8,8,8,10,10,11,10,10,1,10,,bn,1.0,2
46460,6.0,0.22,0.9,540.0,72.0,304.1,18.0,0.95,0.55,4.79,1.76,0.51,63893,2016-07-15 18:29:59.999999,2016-07-15 08:03:39.225633,2,5,7,7,8,8,7,10,10,10,10,10,1,10,,bn,1.0,2
46461,6.1,0.4,0.75,450.0,49.0,263.1,15.0,0.81,0.41,5.63,1.77,0.61,63894,2016-07-15 18:29:59.999999,2016-07-15 08:03:39.478849,2,5,7,7,8,8,7,10,10,10,10,10,1,11,,bn,1.0,2
46462,5.1,0.32,0.68,382.0,60.0,223.4,14.0,0.88,0.35,5.79,1.89,0.31,63895,2016-07-15 18:29:59.999999,2016-07-15 08:03:39.716571,1,5,8,8,8,8,8,10,11,10,10,10,1,10,,bn,1.0,2
46463,5.6,0.4,0.54,302.0,75.0,262.0,18.0,0.83,0.51,4.36,1.29,0.62,63896,2016-07-15 18:29:59.999999,2016-07-15 08:03:39.957481,2,5,8,8,8,8,7,10,10,11,10,10,1,11,,bn,1.0,2
